bgg_id,image,description
1883,,"Cataphract is defined as a heavily armored cavalryman modelled either on the Sarmatians (cataphractarius) or the Persians (clibanarius). He was the ultimate mounted armored warrior of the ancient world, trained in both shock and missile combat.&#10;&#10;Cataphract portrays the development of the art of war wrought by the early Byzantine Empire, during the reign of Emperor Justinian, under his great Generals, Belisarius and Narses. During this period the Byzantine Empire, also known as the Eastern Roman Empire, for a brief period of time, re-captured a large portion of what was formerly the Western Roman Empire. Although successful in its attempts to reconquer Italy and North Africa, the Byzantine Empire's resources were insufficient to hold on to its gains.&#10;&#10;Cataphract covers all the major battles that defined this Early Medieval era. To place these battles in their proper historical context, the Campaign Game, Justinian, is enclosed, which covers the quest to reconquer the Roman Empire under one ruler.&#10;&#10;Thus, Cataphract contains the decisive battles of the era; a Campaign Game; plus a special bonus Viking raid scenario; and the land/naval leaders for an upcoming series of C3i Magazine Modules covering the Peloponnesian War. The second edition of Cataphract add to the six Early Medieval battles of the first edition, the Ancient Battles of the Utus River (447 CE) and the Catalaunian Fields (451 CE) from the original Attila: Scourge of God Module.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
1884,https://cf.geekdo-images.com/nEYh4xT1gjg55VbB3gysxw__original/img/YuI72Bog0teCpbQ23yExcZwXsm4=/0x0/filters:format(jpeg)/pic77919.jpg,
1885,,"Components:&#10;Twenty-eight cards &#10;An A4 sheet of rules &#10;a piece of cardboard &#10;You have to provide your own money and 'Spit' tokens. &#10;packaged in an envelope&#10;&#10;&quot;The end of the world is nigh.  The only commodity left is ... camels!&#10;The Future. Camels. Space Bucks. You.&quot;&#10;&#10;A dangerous combination. Can you assemble the most impressive herd of camels?&#10;It's the future, and camels are more valuable than gold or any other commodity for that matter. You've got money to burn and camels to buy in this quick bidding game. While quantity is important, it's camel quality that really counts. Will you put your money into the single-hump Arabian or Saharan Dromedary? Or do you prefer the more exotic two-humped Bactrian? Such is the nail biting excitement.&#10;All the other animals have died and all you can buy are camels. There are three types and they come in groups of one to four. The cards are then numbered 1 to 9, the higher the number, the more camels. Your camels are worth more if you have the largest herd (most cards of a type), a train (sequence of three or more) or a 'Big Three' (three cards of the same number). All in all it's difficult to know how much cards are worth - but that's what makes for a good bidding game.&#10;&#10;Bidding is just one round, so the last bidder has a big advantage. The only way to counter this is by 'Spitting' . You play your spit token and get an extra bid after the last bid. You can only do this once. Once all the spit tokens are played, you're left calculating how much money players have got left . The player purchasing the last card, bids first in the next round. This player enjoys the title of Space Merchant&#10;The winner is the person who has the most money when the game ends!&#10;&#10;"
1887,https://cf.geekdo-images.com/x3wcTdnfvzICO-AESm0v_Q__original/img/lXyxMNLwDybyvIrORk7AWQdQ8Hs=/0x0/filters:format(jpeg)/pic151045.jpg,
1889,,"In Office Politics, players attempt to establish themselves as the dominant force in a company, which is represented as a pyramidal hierarchy of departments.&#10;&#10;Players weave their webs of influence through the company, starting from the bottom and spreading through the connections among departments.  To establish control over a department, a player must spend kudos (the game's currency) and he or she must outspend other players with similar interests.  Each player also has a deck of cards that can help them to establish control, or to hinder others from doing so.  Each controlled department gains the player income; higher level departments yield more kudos.&#10;&#10;Once a player controls twelve departments, he or she is declared the winner and the game ends.&#10;&#10;"
1890,https://cf.geekdo-images.com/3JTZKg_v3rfWpJ35oy5bog__original/img/EO7NppGOdCWI1hAI0CG66DquJKY=/0x0/filters:format(jpeg)/pic7569966.jpg,
1891,,"Portal is a 'stripped-down' version of Magic: the Gathering designed to appeal to new players.  While the game retained some of the features of the original game, it also removed a number of abilities and interactions deemed too confusing for the novice player.  Though a number of the cards in portal were direct counterparts to cards in the regular-run of Magic: the Gathering, gone were named abilities like Trample, Banding, -walk (though Three Kingdoms did add the ability &quot;Horsemanship&quot;, which is almost but not quite flying).  Additionally, the game cut back on cards that could be played on another player's turn (i.e. instants and interrupts), leading to a greater focus on creatures and not spell interactions to achieve victory.&#10;&#10;Portal cards are recognizable from core and expansion sets of Magic: the Gathering by the expansion symbol, as well as a bolder and larger font in the text box, and symbols next to the attack and defense numbers of creatures.&#10;&#10;Portal was printed in three editions:&#10;&#10;     Portal&#10;     Portal Second Age&#10;     Portal Three Kingdoms (with an Eastern/Chinese theme)&#10;&#10;&#10;"
1893,https://cf.geekdo-images.com/A7e0FDF9-LBi9Fq8PtLqCg__original/img/NDZta0F4qxS1wbxc7F-362lTgj0=/0x0/filters:format(jpeg)/pic114296.jpg,
1894,,"(from GMT website):&#10;&#10;War Galley is the seventh volume in the multi-award winning Great Battles of History (GBoH) series, but the first to venture entirely into the waters of the Mediterranean Sea. It is also the first historical boardgame published, in two decades, to address galley warfare. As such, GMT's War Galley is almost a complete history for this era of war at sea.&#10;&#10;What is best about War Galley is how easy it is to play -- the rules are about half the length of the usual GBoH game -- and that means that most battles can be complete in several hours, at the most. The battles themselves, cover all aspects of galley tactics, from the line against line of big ships at Salamis (Cyprus), to the Chase, Turn and Fight of Chios, to the Line Astern vs. Line Abreast at Side, to probably the most unusual of all ancient battles, the Roman arrowhead against the Carthaginian Lines Astern at Drepanum in 249 B.C.&#10;&#10;War Galley wars and battles covered by the scenarios are:&#10;&#10;&#10;     Ionian Revolt- Lade, 494 BC&#10;     Peloponnesian War- Arginusae, 406 BC&#10;     The Silician Wars- Catana, 397 BC&#10;     The First Successor War- Salamis, 306 BC (Cyprus)&#10;     The First Punic War&#10;         Ecnomus, 256 BC&#10;         Drepanum, 249 BC&#10;         Aegatian Islands, 242 BC &#10;    &#10;     The Macedonian Wars- Chios, 201 BC&#10;     The War with Antiochus&#10;         Side, 190 BC&#10;         Myonessus, 190 BC &#10;    &#10;     The Civil War&#10;         Tauris, 47 BC&#10;         Naulochus, 36 BC&#10;         Actium, 31 BC &#10;    &#10;&#10;&#10;"
1896,https://cf.geekdo-images.com/NNsXncSExNyATghebneDpQ__original/img/2YDlJ8FIU5CCyDyUOXVzQ4eegTc=/0x0/filters:format(jpeg)/pic458771.jpg,
