bgg_id,image,description
315593,,
315594,https://cf.geekdo-images.com/HzYsA20HxlcJq_EwFRpcIA__original/img/kX79iKeLW9cXJAVX0jRZ7Z77G4E=/0x0/filters:format(jpeg)/pic5759252.jpg,"Do you wish to bring your workouts to life? Working out on your own could get a little &ldquo;boring&rdquo; at times!&#10;&#10;Imagine getting a chance to work on your fitness while having a fun time with your friends or likeminded people?&#10;&#10;Sounds too good to be true? Well, it isn&rsquo;t!&#10;&#10;Because we bring you the BoardGains &ndash; Bodyweight Edition.&#10;&#10;It is a fitness board game that lets you work on your fitness while having fun. This game engages you into a healthy competition all while allowing you to hit your fitness goals!&#10;&#10;In this game, players or teams roll the dice, move their game piece, exercise, and collect gains. Win the game by collecting the set number of gains before anyone else or by collecting the most gains in a set amount of time.&#10; Oh, and did we tell you that it comes with a twist? You betcha! BoardGains comes with &ldquo;Lucky? Play Cards&rdquo; that can either help you gain an advantage in the game or cause a disadvantage. It takes around 45 to 60 minutes to complete, and you can play anywhere.&#10;&#10;&mdash;description from the designer&#10;&#10;"
315595,,
315596,https://cf.geekdo-images.com/LbzKtwLmqnAln3P6nOBnEQ__original/img/0RAWXeZnwNPPILg50wkafLeRsCY=/0x0/filters:format(png)/pic5557703.png,"12,000 years ago: the world is volatile, as are the prospects of survival for you and your tribe. A Shaman begins their duty as just a youth, but must be wise beyond his or her years in order to grow, expand and thrive as a tribe. As the spiritual leader you will decide when and where your tribe should hunt, gather, settle, build and more. The best Shamans commune freely with the spirits, animals and nature itself, but this path is not always peaceful, beasts will be slain and foes will be vanquished. Will your tribe grow and thrive or merely survive?&#10;&#10;You are the Shaman leader of your specific tribe. Each Shaman has a collection of skulls in which they may commune with the spirit world. You must use these skulls to take actions, or harness a beast spirit, or even create and collect totems for bounties at your life's end. The actions you choose will tell your tribe to move, engage, grow, or worship, each having its own set of choices. In doing so, you will collect resources from the land to feed your tribe, to develop technologies, to build resources, make offerings to the great spirits, activate skulls and more. As the Shaman you must be wary of impending catastrophes known only to you and the other Shaman of the world. The Shaman whose tribe has the largest population is winner.&#10;&#10;A tribe's total end game population consists of their total token dial amounts (rovers, warriors, villages), their totem bonus amounts, and any end game bonus population. The population represented by the dials underneath your tokens on the board will be the main portion of your score.&#10;&#10;-description from designer&#10;&#10;"
315597,,
315598,https://cf.geekdo-images.com/rBkeI69AiZ5oGam3l7ICAg__original/img/MqH8EFqfJQSGuUWxLDUB6vKMJds=/0x0/filters:format(png)/pic5557705.png,"The dragons of Dracodale have long been banished to Eternal Slumber in the far corners of the Earth. But once a millennium, for just six years, the spirits of the Elder Dragons awaken to create new broods of Dragons to pillage the lands and collect immense hordes of treasure before being banished again to Eternal Slumber.&#10;&#10;Each player is the spirit of an Elder Dragon: Black, Gray, Umber, Sienna, Tan, White, vying for the largest horde of treasure, including various coins, gems, jewels, trinkets, crystals, and gold. Players will begin with just a few young, freshly hatched dragons, but over the course of six years, each year consisting of four seasons, those few will grow in number and size, possibly even awaking your own slumbering Elder Dragon body. Players will ultimately, through clever choices of timing and possibly color abilities, be placing their Dragon meeples in various locations to gain, trade, steal, buy and spend various resources.&#10;&#10;Each Elder Spirit&rsquo;s horde of treasure is made up of their collection of the seven valuable items (gold, ducats (coin), gobloons (coin), dragon coin (coin), crystals, gems and jewels), as well as, trinkets obtained, bank vault value, magic track value and end game bonus amounts. The Elder Dragon Spirit (Player) with the most valuable horde of treasure at the end of the six years is the winner of Dragonbrood.&#10;&#10;-description from designer&#10;&#10;"
315599,https://cf.geekdo-images.com/YCpTvtUxBUmWCJjqtXOgNA__original/img/QfRq4jnclSyiVoE-I7SWjDsR2XQ=/0x0/filters:format(jpeg)/pic8420277.jpg,"Conspiracy Theory tests your knowledge of the world of Internet conspiracies.&#10;&#10;Answer questions to collect conspiracy cards to win, but be careful of Cover-Ups. A QR code is printed on every conspiracy card if you want more details (like when the ghost of JFK revealed that all dolphins are aliens).&#10;&#10;The perfect party game for 2 to 6 players (or teams). This travel edition of our popular Conspiracy Theory Trivia Board Game, contains 200 all-new questions and a game die to easily play on the go (or use it as an expansion pack for the full board game).&#10;&#10;-description from publisher's website&#10;&#10;"
315605,,
315609,https://cf.geekdo-images.com/Lnxy5rrhMK85Ml1SRqcJhA__original/img/x4ul_QTETkPaXaoxgOmFbKmHDm8=/0x0/filters:format(jpeg)/pic5555879.jpg,"A children's game that has components for several different games that focus on the number 1 through 10.&#10;&#10;1) Number Duel - similar to the traditional game of war except if the same number is flipped over by both players, both cards go to the discard pile. When all cards have been taken whoever has the most cards wins.&#10;&#10;2) Die Counting - similar to Shut the Box. A player rolls the die and turns over a card matching that number or may roll again to try and turn over the 7, 8, 9, or 10. If the player pushes their luck and the sum is over 10, the play forfeits that turn. First player to flip over all 10 of their cards win.&#10;&#10;3) Pirate Destinations - Another push your luck game of flipping over a card from the deck of cards (1 thru 10) and moving a pirate the number of spaces equal to the number of the card. The player who got to 10 (or closest to it) wins.&#10;&#10;4) Quick at Calculating - Addition/subtraction math problem cards are used (the result will be a number 1 to 10). The player calculates the answer and then plays the card from their hand. If they are right, they keep the card, otherwise the card is discarded. The player with the most cards when the deck of problem cards is depleted is the winner.&#10;&#10;"
315610,,
