bgg_id,image,description
236011,,
236013,https://cf.geekdo-images.com/0GsINYHlmkiqJeHEUj-2Ig__original/img/rALePrSqKEORhEQnh1fr6hgluY4=/0x0/filters:format(jpeg)/pic3756607.jpg,This is a simple roll-and-move game to teach children about saving money at the school savings bank. On some spaces events benefit or hinder the players. The first player to reach space 52 wins the game.&#10;&#10;
236072,,
236108,https://cf.geekdo-images.com/ugePJoVmJr3qKwKxCTqfFQ__original/img/rPA6nfTUa-QzTBBdQeLwY2oa_dM=/0x0/filters:format(jpeg)/pic4212382.jpg,"Intelle is a cube-placement, area-control strategy game for two players. One player is the &quot;black hat&quot;, a cunning hacker determined to infiltrate and bring down the corporation. The opposing player is the &quot;white hat&quot;, employed by the corporation to protect its valuable data. Players take turns strategically placing blocks of code with the intent of controlling the various systems of the corporate mainframe. &#226;&#128;&#139;Control three adjacent systems before your opponent to either infiltrate or protect the corporation and win the game!&#10;&#10;&mdash;description from the publisher&#10;&#10;"
236112,,
236114,https://cf.geekdo-images.com/UJ6XkxEjarPysFuiuReaTQ__original/img/NSGLnj2wPh0r_-ILcDIUStZI3SE=/0x0/filters:format(jpeg)/pic3769810.jpg,"Hida-furukawa is a unique bidding and bluffing game set in an old Japanese town.&#10;&#10;Being a merchant in the Edo period, you can make a difference to the quality of life of the people in Hida-Furukawa by setting up new stores on the street. The Emperor wanted to avoid any merchants to monopolise the city, therefore he approved for properties to be auctioned to the highest bidder. However, as in any society, some people will always have access to some information others don&rsquo;t and they will try and use that to their advantage, tricking the competition into bidding too high or too low securing the building for themselves. But don&rsquo;t underestimate your competitors for they too know something you don&rsquo;t know!&#10;&#10;This game requires you to bid for property cards and set up the store in the best place. You will earn bonus points for locating your properties in convenient places.&#10;&#10;The game is played over 6 rounds; each round will have 6 possible cards up for bidding and each player will only know 1 to 2 of them. The active player will place an initial bid on their face down card. All other players now have to put their bids in their fist and then reveal simultaneously. The highest bid claims the card and the player places it face up on an empty land.&#10;&#10;The special property cards have 6 different effects to influence the game. This game also includes 2 player game variant and advanced mode.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
236122,,
236123,https://cf.geekdo-images.com/6K1sIkc1LxxoGuNx3sZ_zw__original/img/lD15hxrOY96wMKLKwaQOMDTeghA=/0x0/filters:format(png)/pic4153442.png,"On this colorful Hong Kong map board, with more than 150 cards featuring local landmarks, player acts as candidates competing to win the election.&#10;&#10;During the game, you move and commute along the routes and ferry lines to arrive at a new zone. Upon your arrival, you can confirm the zone if you have already gain that zone to your hand and you have enough resources discs.&#10;&#10;Each zone belongs to different geographical regions and constituencies, both of which will affect your current ranking in Votes. You fight to major or second in regions and constituencies to gain the Vote tokens. In critical moments, you may consider publicly disclosing your Strategy to gain some immediate advantage.&#10;&#10;In the end, all Votes on your Vote tokens, zone effects and Strategies will be counted. The player with the most Votes wins the election in Hong Kong.&#10;&#10;"
236125,,
236143,https://cf.geekdo-images.com/x9CJJPN4lb-Bo4P1Fo8VLQ__original/img/wHa7-UQ--0GpEfAaq_YTYVTDLqs=/0x0/filters:format(jpeg)/pic4412900.jpg,"Museum Rush is a competitive thieving game in which players race against time to steal treasures from a museum while avoiding cameras, guards, and greedy rivals. Luckily these dastardly robbers have an array of items to help them get the better of the guards and their fellow thieves, such as sultry Llamas, mighty Underwear and the high-tech Cardboard Box.&#10;&#10;Each player controls a thief, moving up to three tiles a turn. Then if they are on a tile with loot they can take a stealing action to grab some loot from the tile. Certain tiles have special &quot;Rare Treasures&quot; that are worth a lot more than standard loot, but you have to crack the lock code by rolling the correct numbers before you can steal these!&#10;&#10;Each stealing action brings the nearest guard two spaces towards the thief's tile. Trying to crack a lock does the same. After stealing, the next card in the room is turned up, which might reveal more treasure. But turn up a security camera and the guard moves another 2 spaces closer! If the guard ends up on the same tile as your thief, you can slip away with a dice roll or play cards like &quot;Take Down&quot; or &quot;Lure&quot; to get rid of the guard. Otherwise the thief is thrown out of the Museum and loses all card but one. The player can break in again so there is no player elimination in the game.&#10;&#10;Each thief draws new cards at the beginning of their turns, these cards can be used to take out guards, disable security cameras and mess with the other thieves.&#10;&#10;When you draw a Clock card, time will advance and once you draw a certain number of clocks, depending on the number of players, the game ends.  At this point there is a rush to the nearest exit, rolling a dice to avoid dropping a card for every space you have to cover. The winner is determined by who has the highest value of loot at the game's end, once you are outside the Museum.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
236157,,
236158,https://cf.geekdo-images.com/EYgbgvBLUHoZMvsRHG_bKg__original/img/AZAuETsaT8-rW4LvaBWniKxJbm8=/0x0/filters:format(jpeg)/pic3966781.jpg,"In Snapshouts, each player gets 5 picture cards and 5 letter cards.  Your job is to assign one letter card to each picture, and then write a single word relating to the picture that starts with the letter you assigned to it.  Record your words on the included score sheet.  When everyone is ready, the guessing can begin.&#10;&#10;On your turn, flip the 60-second sand timer and reveal one of your pictures and the letter you assigned to it.  All of the other players shout out words, hoping to guess the word you wrote.  All they have to go off of is the picture and the letter.  If someone guesses your word, add the picture card to their score pile and put the letter card in your own score pile.  Quickly show the next picture/letter combo, and continue in this way until time is up or all five of your words have been guessed.&#10;&#10;Play continues this way around the table, and once everyone has had a turn the round ends.  Count up the number of cards in your score pile and record it on your score sheet.  The game lasts a total of three rounds.  In the second and third rounds, each card is worth more points.  After three rounds, the game ends and the player with the most points is the winner.&#10;&#10;"
236159,,
236160,,"The ancient evil has awakened, and the dungeon is collapsing. RUN!&#10;You've accidentally awakened an ancient evil, and now you're running for your life as the dungeon collapses around you! Rubble, monsters, and treasure are crashing down from the dungeon floor above, and the ancient evil is hot on your heels! Can you make it out of the dungeon alive?&#10;&#10;Dungeon Scoot is a fast and fun game with easy to learn rules and quick gameplay. On your turn, play a &quot;Scoot&quot; card to show where you run, and increase your Panic to move even more. Watch out for the rubble and monsters dropping from the floor above, but try to scoop up that treasure as you run past! After each player's turn, draw from the &quot;Collapse&quot; pile and see what falls next...or whether the Ancient Evil advances. If he catches you, you're doomed.&#10;&#10;For advanced games, add in the &quot;Alignment&quot; cards, which give each character a secret goal, and change how victory points are scored at the end.&#10;&#10;With simple mechanics that elicit surprisingly complex interactions, the mad scramble to the dungeon exit becomes a quick but compelling light strategy game, perfect for repeat plays to satisfy that &quot;just one more game&quot; urge.&#10;&#10;Enough talk! The evil is here! RUN!&#10;&#10;&mdash;description from the publisher&#10;&#10;"
236161,,
236168,https://cf.geekdo-images.com/NYGuX-0-w4B8r-R9sWGARQ__original/img/Z120QpRNzQJLIY7kvBhF4dkSU7Y=/0x0/filters:format(png)/pic3758133.png,"The Crinimals plays the story of 4 Crinimals (criminal animals) who successfully did their last heist. After the heist, they turn against each.&#10;&#10;Players take turns trying to expose four connected pieces of evidence against each other either by expanding the board with the same color or overriding evidences with the same icon.&#10;&#10;There are action card that will manipulate the flow of the game such as swapping hands, swapping IDs, swapping cards on the table, drawing cards and skipping turns.&#10;&#10;This is a 2 to 4 player game. The game is family friendly, super fun and easy to learn with lots of depth to the gameplay.&#10;&#10;&mdash;description from the designer&#10;&#10;"
236169,,
236178,https://cf.geekdo-images.com/rwiDgZB4ufBd1AbYXuV3aQ__original/img/EKN4Clhv7NOJ31r6--O_kPzCR3s=/0x0/filters:format(jpeg)/pic3758092.jpg,"Time passes by quickly and industries are taking advantage of resources held in an archipelago of islands and its coral reefs. Your team of divers is fighting against time to protect the archipelago and turn it into a national park before the fishing, petrol and tourism industries get complete control of it and destroy the coral reefs.&#10;&#10;Show the government that species diversity is wide enough to justify the coral reef transformation into a national park and you&rsquo;ll win the game! If you fail, the industries will take over and exploit the islands and the coral reefs until the ecosystem is completely destroyed. Will you be able to demonstrate the extent of the coral reef diversity before it&rsquo;s too late?&#10;&#10;Discover the underwater world in this shorter, smaller and streamlined version of DiverCity! You'll only use cards and several tokens to try to accomplish your goal in Mini DiverCity.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
236179,,
236183,https://cf.geekdo-images.com/r1cIBduDLr8B8gZRwGHdAA__original/img/Hr5vJyR-RGv6o6cqtBsrIJYoBLY=/0x0/filters:format(jpeg)/pic3758498.jpg,"We dare ya to fill in the blank!&#10;&#10;How the BLEEP do you play this awesome game?!&#10;&#10;1. Read the phrases and fill in the BLEEP... secretly!&#10;2. Other players write down what they think the reader will answer.&#10;3. If you can't guess what the reader said, try to be the funniest...because funny wins points, too!&#10;&#10;&mdash;description from the publisher&#10;&#10;"
236184,,
236191,https://cf.geekdo-images.com/TMbEUs1GZpO96P5ubsqQew__original/img/SqRqsqHdyI0R04-efEQpIyzjbIA=/0x0/filters:format(jpeg)/pic3693999.jpg,"A brand new edition of a popular classic, London will appeal to the strategic thinker among board game fans. Tasked with rebuilding London in the decades following the great fire, players juggle building requirements, bank loans, and poverty as they strive to realize their vision for the city.&#10;&#10;The game features a unique mechanism of playing cards to develop the city, then &quot;running&quot; the city by taking all the card actions simultaneously. Players have to repay all their loans before the game ends, but need to worry only about how much poverty they're creating relative to the other players.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
236199,,
236200,https://cf.geekdo-images.com/tqlH_vT9bxbD07Bdg3B-8Q__original/img/QXrqUNWoGdrozC_UEHFFkqr0Umk=/0x0/filters:format(png)/pic3775761.png,"Full title: &quot;analysis!!!&#10;THE ADULT BOARD GAME FOR NORMAL (NOT TOO NEUROTIC) PEOPLE!&quot;&#10;&#10;The objective is to be the first to reach &quot;Normal!&quot; by reducing your hand to two or less neurotic symptom cards. Game includes 72 word association cards and 28 neurotic symptom cards. The game is played as neurotic conflict dictates. If a dispute arises about your problem, ARGUE! Can't convince others? Use the Decision Maker, which flips a male/female coin.&#10;&#10;"
236202,,
