bgg_id,image
9966,
9967,https://cf.geekdo-images.com/yP9ZPOtnaaPHf7gCmQcbew__original/img/T07KTijtWzbnaHtJld_z7gQXk_A=/0x0/filters:format(jpeg)/pic43010.jpg
9968,
9969,https://cf.geekdo-images.com/45tzmPUsb5AdHRIEQ0vNZg__original/img/0AZDcSmzs73IfQHgJYgJaIE2U2A=/0x0/filters:format(jpeg)/pic3616781.jpg
9970,
9971,https://cf.geekdo-images.com/SRS7mfOvEgjPVY3leWX9ow__original/img/Xp7fAR8_FtMS-1ZHlMi0DnvVd3c=/0x0/filters:format(jpeg)/pic64850.jpg
9972,
9973,https://cf.geekdo-images.com/3sIRmVjROBKEbbkEYT4R5A__original/img/0wLdkppLvRqLVDCDToHGLHu09_M=/0x0/filters:format(jpeg)/pic3747052.jpg
9974,
9975,https://cf.geekdo-images.com/tDZcntEB9QxfDL5aKL-qLA__original/img/VNFSTll5OtDQEzAnta3pw1BKd8U=/0x0/filters:format(jpeg)/pic204219.jpg
9976,
9978,https://cf.geekdo-images.com/zLD0TN5nLIjKduJz4WePrQ__original/img/o8hcrDhwjGSGTHnDd-Omd7vM-S8=/0x0/filters:format(jpeg)/pic53107.jpg
9979,
9980,https://cf.geekdo-images.com/Q1nw17qty-EVsVm4yoGGQw__original/img/PpD0s7LxoiwvnHkJnfPn3xgr1Ps=/0x0/filters:format(jpeg)/pic436316.jpg
9981,
9983,https://cf.geekdo-images.com/HtpFCZhW7ktgLqdOI1XpUg__original/img/1pnoABsIBEBd5FoxbMhpIjSDmyU=/0x0/filters:format(jpeg)/pic7225376.jpg
9984,
9985,https://cf.geekdo-images.com/qXhCR9eiK2Nbw-jpHZEZ2w__original/img/DnBzxaYLk_6vF0EKwcmWqtRPBfA=/0x0/filters:format(jpeg)/pic204296.jpg
9986,
9987,https://cf.geekdo-images.com/Prj-099fbwDr1GcvO1Zh0A__original/img/t6QTmcmakCI-GHUNMeXpEaceRLQ=/0x0/filters:format(jpeg)/pic49750.jpg
9988,
9989,https://cf.geekdo-images.com/eG4cH3WCjdn6HXOY_mNGvw__original/img/y26SQr01jheJdefD2K-4Mlm9AGk=/0x0/filters:format(jpeg)/pic133084.jpg
9990,
9991,https://cf.geekdo-images.com/VTo2skFWPATM0rfoqHEz5A__original/img/yZj96oc_UlIlflUOl8ZFfEe9bX0=/0x0/filters:format(png)/pic7392540.png
9993,
9994,https://cf.geekdo-images.com/6KGOHAq5CWPEj86PSzS4Eg__original/img/-6rZCXz8zpsGMeOSfCMC2IewA3U=/0x0/filters:format(jpeg)/pic41546.jpg
9995,
9996,https://cf.geekdo-images.com/Q-76QArFXQN1V9Lmmdc4PQ__original/img/9tGpVPvloHFJSfKeuAznv4fXPxM=/0x0/filters:format(jpeg)/pic4987208.jpg
9997,
