bgg_id,image
9864,
9865,https://cf.geekdo-images.com/3EnfC3cxloPVCp9TxWNOsg__original/img/8wr3GOiNIxEEe4kR0PdOht8oA6g=/0x0/filters:format(jpeg)/pic108423.jpg
9866,
9867,https://cf.geekdo-images.com/7MthNH4PME7wP8f8w8I_mA__original/img/FqknGg-1I3j1AXHcW2jKHNVdL_g=/0x0/filters:format(jpeg)/pic193033.jpg
9868,
9869,https://cf.geekdo-images.com/4pYLzvaANRY7f3y8mEdUVA__original/img/Nm3JN359fEsBSN1l-ul5PqSlJ0Y=/0x0/filters:format(jpeg)/pic55214.jpg
9870,
9871,https://cf.geekdo-images.com/7Vl6ZT1XhFnnj7CqRsrUTg__original/img/w7hv_3aHBaqTu8OOUFttQ1J9VIs=/0x0/filters:format(jpeg)/pic108289.jpg
9872,
9873,https://cf.geekdo-images.com/ciUqdxeBj7Aeh2MA6BVuyA__original/img/iLkVQ55qP_A54OHwVS9PBv0ZnTY=/0x0/filters:format(jpeg)/pic41104.jpg
9874,
9875,https://cf.geekdo-images.com/t5ui5sLNWmkCvGetiAFj3g__original/img/091ykZp1qUc6_X-UH49D_-NevJk=/0x0/filters:format(jpeg)/pic954414.jpg
9876,
9877,https://cf.geekdo-images.com/XG0RRCwtoTypLcGTyJv00A__original/img/pK3iV_A78yFdyBTRej_M6vMtg1g=/0x0/filters:format(jpeg)/pic509963.jpg
9878,
9879,https://cf.geekdo-images.com/SYJg_xByXm7Qi4z7_Ugllg__original/img/iF6GZJ8llD3OhE5PP78DaGMPeLI=/0x0/filters:format(jpeg)/pic1017951.jpg
9880,
9881,https://cf.geekdo-images.com/8_Vm4wMNREgjHkwxqJeJpA__original/img/l3iPxZOUzciUYu5CT7erSiWDvAk=/0x0/filters:format(jpeg)/pic41132.jpg
9882,
9883,https://cf.geekdo-images.com/k-7vNNj2AguV_6Kmk_WWuA__original/img/Y2YRaarTWRfgEPnLm40tOtJm_fc=/0x0/filters:format(jpeg)/pic5288805.jpg
9884,
9885,https://cf.geekdo-images.com/QWmzNSWaszl030upp4sj0A__original/img/E8c3jxBoDrHnTwr-jJLgdl0d_sY=/0x0/filters:format(jpeg)/pic41162.jpg
9886,
9887,https://cf.geekdo-images.com/Radp-QHTnyfCienG6w1vuA__original/img/PrQqPaOodjwwGLA-YFmrIOJG6W4=/0x0/filters:format(jpeg)/pic41176.jpg
9888,
9889,https://cf.geekdo-images.com/P_Qlx8wLjmfE7aIRmk95-w__original/img/tp0UFWIq85NLX-UKJxpabmXEBzc=/0x0/filters:format(jpeg)/pic41086.jpg
9890,
9891,https://cf.geekdo-images.com/6K2ODUShgrEx11RTH16CYQ__original/img/bhLH9B9gFUFqJHuUs3NPReOFki0=/0x0/filters:format(jpeg)/pic41130.jpg
9893,
9894,https://cf.geekdo-images.com/l8vXN4VWd_wZyLtBfwNIzw__original/img/tS1Z83w2vkb59SQke9kbNVlo36Y=/0x0/filters:format(jpeg)/pic41140.jpg
9895,
9897,https://cf.geekdo-images.com/yPW_OOCQh412t_g4_bOUhA__original/img/n1Se7r3-HzCYkPcggMMMtfnQdEE=/0x0/filters:format(jpeg)/pic41174.jpg
9898,
9899,https://cf.geekdo-images.com/Zdo47XKS16tzlqL4KY5eQQ__original/img/4i_I8T5BA4hzcaHdjlRqdn1PlNs=/0x0/filters:format(jpeg)/pic41180.jpg
9900,
9901,https://cf.geekdo-images.com/RpRm81JB3__BOhaL6E1dsQ__original/img/0eJD6nh56rUgRYfWNYw9dT801Vw=/0x0/filters:format(jpeg)/pic41128.jpg
9902,
9903,https://cf.geekdo-images.com/VSLGfeJQAWrHy8O6C8-APg__original/img/E9oAVBpltwy-sgO9eNSneM_YIyE=/0x0/filters:format(jpeg)/pic41206.jpg
9904,
9905,https://cf.geekdo-images.com/-g0e1jv3hMxpxDsYJWuCqA__original/img/wNHQM2Cq80oXZ3LiCj3dXLIyOBk=/0x0/filters:format(jpeg)/pic7263977.jpg
9906,
9907,https://cf.geekdo-images.com/Slkd52rnL9SROuKzhplBGA__original/img/S7fKCP58OAt_3_q-_PWGzqZkORU=/0x0/filters:format(jpeg)/pic47655.jpg
9908,
9909,https://cf.geekdo-images.com/aLlQoDQ5PUhlI7ui3Ms4ig__original/img/rmnH5ukXjrnuyaJ0Oht-Gtfm7tE=/0x0/filters:format(jpeg)/pic55242.jpg
9910,
9911,https://cf.geekdo-images.com/mmxSRrkt35iTkJZ2AuSVwA__original/img/OtwgxQ_acSgbKdZjcjYOPtcAOwg=/0x0/filters:format(jpeg)/pic156215.jpg
9912,
9913,https://cf.geekdo-images.com/AWBxTNZdUVV-oeFstOtjew__original/img/XSvhcaucB_-Xh8Jf7HwdaNWAQCA=/0x0/filters:format(jpeg)/pic79583.jpg
9914,
9915,https://cf.geekdo-images.com/MKEHEK7oYHkfsi7wA4EXSg__original/img/7Y6lS8u6heMw0UOWQ6Lzc1GO_s8=/0x0/filters:format(jpeg)/pic108300.jpg
9916,
9917,https://cf.geekdo-images.com/gicVFTLPAlIhVp7muk2_RQ__original/img/bhRW_IatZiNyQ_WKbkEldJ7IgBY=/0x0/filters:format(jpeg)/pic108420.jpg
9918,
9919,https://cf.geekdo-images.com/P58Rkz7sGqWVHpswIz8UQg__original/img/72yFxgUhDuB4d1iHAZ1J8xv7mdM=/0x0/filters:format(jpeg)/pic41114.jpg
9920,
9921,https://cf.geekdo-images.com/a5tZaIRn_kSvo0eyrxg0Ug__original/img/1mPsofTJTmv1q05vbUBUv40fYxU=/0x0/filters:format(jpeg)/pic450510.jpg
9922,
9923,https://cf.geekdo-images.com/RVg-Dsld-aSZEVk9Iw0RUg__original/img/5Awn4wOiPH3RFbDCntYqEkyChLQ=/0x0/filters:format(jpeg)/pic41150.jpg
9924,
9925,https://cf.geekdo-images.com/OXpkq3pLQ_3E1NdpjKFYHA__original/img/r3wMkufSZ1X8FTJCwacBs3IthPA=/0x0/filters:format(jpeg)/pic41166.jpg
9926,
9927,https://cf.geekdo-images.com/s2-UUf6emJNM3URfjunI_Q__original/img/7_SPlO4V40x0HLO6oZ-VfPwNgRo=/0x0/filters:format(jpeg)/pic41082.jpg
9928,
9929,https://cf.geekdo-images.com/uOsITB18b6YO93bKInIz0g__original/img/i6FGiymlqUSJq2jNAVvOs6uK9VI=/0x0/filters:format(jpeg)/pic4240499.jpg
9930,
9931,https://cf.geekdo-images.com/ihQ-OQYE4GFcdCT302OZ7A__original/img/JaMEtMLgkt-WEOb8UfSTK2SJOtg=/0x0/filters:format(jpeg)/pic41224.jpg
9932,
9933,https://cf.geekdo-images.com/MpQkOKff3zUyU-ExQN1bwQ__original/img/24jBwwZfpmmbDRZRljpzC6E67EM=/0x0/filters:format(jpeg)/pic41198.jpg
9934,
9935,https://cf.geekdo-images.com/MYJD7c72NZ1Z2hgi1zaywQ__original/img/oZyA61UQstmjn6Vi4qbcecZw_3A=/0x0/filters:format(jpeg)/pic41226.jpg
9936,
9937,https://cf.geekdo-images.com/o3ogmx7uXtmM417spvUnxQ__original/img/y2ftTo_SixS-fDYOlpJn8pbYQ7A=/0x0/filters:format(jpeg)/pic41120.jpg
9938,
9939,https://cf.geekdo-images.com/TbkZSAV9XiIbBSzumyA2Hg__original/img/szEKcv_FpU8XAAFoACC_2Vd5nyQ=/0x0/filters:format(jpeg)/pic41084.jpg
9940,
9941,https://cf.geekdo-images.com/5iVPYjh-FKQt-PFqfP-qig__original/img/gzROIXmk0U9YZJpYnAJrAXZ-P6s=/0x0/filters:format(jpeg)/pic55782.jpg
9942,
