bgg_id,image,description
114387,,
114388,https://cf.geekdo-images.com/UP1XApHzTIGxDCv-zXyvEQ__original/img/f5Y3pstgvGzsh173UZYhAqy9E9Y=/0x0/filters:format(jpeg)/pic1176682.jpg,"The tabletop baseball game for Japanese professional baseball. This game customized to fit Japanese style baseball based on APBA Pro Baseball.&#10;&#10;The game mainly affected by batting ability, and sometimes affected by pitching and fielding ability.&#10;&#10;Players manage one of twelve baseball clubs. If skilled players, one game can be completed within 10 minutes.&#227;&#128;&#128;Therefore, not only single game or short series of few games, you can play a full regular season of a year.&#10;&#10;This game first published in 1984 with 1983 season's data. And, has been published continuously until 1990.&#10;&#10;"
114392,,
114393,https://cf.geekdo-images.com/EUX5TbFy6zAu784BV4uZOQ__original/img/NFvWwc-3JURI3akJWW4nbajq5as=/0x0/filters:format(jpeg)/pic1177773.jpg,"Confrontation between two players in a fantasy world.&#10;Players assume the role of military leaders.&#10;The playing field consists of hexes. Each player has his army, which enters the game for the resources obtained at the beginning and during the game. Resources received from special hexes. Army players can be activated with dices. Victory depends on the scenario. This is usually certain conditions or set points.&#10;&#10;"
114400,,
114404,https://cf.geekdo-images.com/NagcOEC_f8QVLRyulCTaLA__original/img/2juY_pS5S8PbJRh1WI4g4cxFogg=/0x0/filters:format(png)/pic1176577.png,"You didn't have time to get ready, didn't have time to make sure everyone could get out of the house. How were you supposed to know the evil walking dead were going to be knocking at the door? You couldn't have known, you couldn't be ready, and now it's time to rush out the door, and into any car that works.&#10;&#10;Zombie Rush is a Print and Play real-time speed game, where you're trying to get all of your family members (cards) out of the house before anyone else does. You score two points for each family member that escaped (each card in the central, shared, scoring area). Each family member left in the house, or dead is worth -1 point.&#10;&#10;Players can use their escape routes to get people out of the house before they finally make their escape into the central scoring area. Players place vehicle cards in the center to start piles of escaping family members (the number on the card must go up one each time you place a new family member on the pile).&#10;&#10;When zombies appear, they eat whoever is next to them in the deck, but if you've equipped one of the members of your family with a shotgun, you can put the zombie in the dead pile (with any already-dead family members) and save a life.&#10;&#10;Plays from 2-6 players, plays best with 3-6. Each round takes about 5-10 minutes, with a full game (to 60 points) playing in about 30 minutes.&#10;&#10;Expands, Re-themes, Re-implements:&#10;&#10;     Ligretto&#10;&#10;&#10;Zombie Rush is nearly language independent. If you know the word 'shotgun', you're in good shape. Rules in English only, as of now.&#10;&#10;"
114405,,
114417,https://cf.geekdo-images.com/sp7gnyTFy3FMVimjNf1UuA__original/img/63tgaMziiBhcbdjVCbHK8qJtjv8=/0x0/filters:format(jpeg)/pic1214724.jpg,"The animals bring gifts to the party and the players have to remember exactly who brought what gift, and who owns what hat. There is little time to look at the 6 animal cards before they are turned face down.&#10;&#10;A player on his turn rolls the dice and tries to guess the card pictured on the number rolled. If he's right, he takes the card and a new card is placed to look at and then turned face-down.&#10;&#10;The player with the most cards at the end of the game is the winner.&#10;&#10;"
114423,,
114438,https://cf.geekdo-images.com/QM5UVPFHg9c2Fy3X3A2BPg__original/img/68ZnMajkFleKc7NcVu3J883pzLA=/0x0/filters:format(jpeg)/pic2085021.jpg,"Have you ever wanted a glass, that stops messy accidents before they happen,  or pants, that provide relief at the touch of a button? In But Wait, There's More!, players pitch wacky products to each other for fun and profit.&#10;&#10;At the start of the game, each player receives three &quot;Feature&quot; cards. Each round starts with one Product card being revealed from the deck, e.g., guitar. Each player in turn has thirty seconds to play one of their Feature cards &ndash; say, &quot;Helps you fall asleep and stay asleep&quot; &ndash; and pitch their own version of a guitar. At some point during these thirty seconds, this player must say, &quot;But wait, there's more!&quot;, then reveal the top Feature card from the deck &ndash; say, &quot;great for parties&quot; &ndash; and incorporate that Feature into their product. Once all players have pitched their unique version of a guitar, everyone votes simultaneously for  which pitches they liked the best. The top vote getter after three rounds wins the game!&#10;&#10;With six or more people, play in teams, with the first player on a team starting the pitch with one of his Feature cards and the second player finishing the pitch with a Feature card of her own, but neither player knows what the other Feature is until they are revealed!&#10;&#10;"
114440,,
114441,,"Balut is a dice game similar to Yahtzee.&#10;&#10;It was invented by an American stationed in the Philippines at the end of World War 2, and is a popular social game with the Dutch, with organized play and competitions.&#10;&#10;The name of the game is derived from the partially-fertilized eggs popular in the Philippines and other parts of SE Asia.&#10;&#10;The game involves rolling five dice up to 3 times to make various combinations, which are noted on a scorecard. A Balut is a five-of-a-kind of any denomination, Players who obtain a Balut announce it to the other players by calling out &quot;Balut!&quot;&mdash;similar to calling out &quot;bingo!&quot;, and note it on a special scorecard. Players try to guess before gameplay how many Baluts will be made during the game; correctly guessing the total number can earn a prize.&#10;&#10;"
114442,,
114443,https://cf.geekdo-images.com/SnRRcIzIvy7OsiUL2KtdJA__original/img/Y_25PgW4cadNJUe7qoSKGC_IoDE=/0x0/filters:format(jpeg)/pic1209026.jpg,"Lily Lotto and her friends are happily playing together. But oh dear! It&rsquo;s verging on pandemonium. Toys, fruits and clothes are piling up in a heap of different colors. Everybody now has&#10;to find all their belongings again. Can you help the four friends?&#10;&#10;Whoever collects the four items shown on their picture cards collects a tidbit as a reward. The first player to collect two tidbits wins the game.&#10;&#10;"
114444,,
114446,https://cf.geekdo-images.com/mGDzIRsRu9v9aQ_3nTmKUA__original/img/mEa0izdZZUB9hPBXDB-M3E-tzQg=/0x0/filters:format(jpeg)/pic1174279.jpg,"Players must get from the Start space, lower left of the board, to the Finish space, lower right of the board. To move, a player spins the spinner and moves to the next space with the same colour that he has just spun. Then he draws a card and obeys the instruction.&#10;&#10;If you land on the space next to the cross-bar (The track is a large letter A, so has to have a cross-bar). This is a short cut but if taken, the player does not use the spinner. In this case, he moves one space at a time until he is out of the short-cut. Of course, after each move of one space, he must still draw a card.&#10;&#10;The winner is the first to reach the Finish space.&#10;&#10;"
114449,,
114450,https://cf.geekdo-images.com/gX1kYIApmhuW-Eu9xhUpbQ__original/img/bf9hCXVLtpaOC9stcl2EJgMXrkE=/0x0/filters:format(png)/pic1177137.png,"Winner! Most Creative Game! + 2nd Place Overall in the 2011 TGC Vehicle Game Design Contest&#10;&#10;Nag! is a backseat driving board game where all the players cram into the back seat of one car and try to control it by yelling at the driver. It's a unique trick-taking hand-management game, where you don't necessarily need to win any hands to win the game.&#10;&#10;Poor Harold. He stupidly volunteered to drive everyone to Aunty Josephine's birthday party, but he doesn't know where to go. Each of you has a vague idea of what her house looks like, so you all cram into the backseat and start yelling and screaming at him.&#10;&#10;You must get Harold to drive by the house you're absolutely sure must be Aunty Josephine's. Why doesn't that blockhead ever listen! Use your Nag! cards to shout the loudest. Tap Harold on the shoulder to get him to pay attention. Use the GPS to plot your route. If all that fails, call the Cops on him.&#10;&#10;So get Nag! today, and drive your whole family crazy!&#10;&#10;"
114453,,
114468,,"Scorched Earth: Not Just a Bunch of Hot Air is a &quot;board-less board game.&quot;  The game board has been replaced by a color-changing dome, patterned to look like the Northern Hemisphere with a digital display floating in the Pacific Ocean. Players work to change the color of the globe from red to green by correctly answering questions about various environmental topics, learning which technologies are more &ldquo;green&rdquo; in order to invest in them and reacting to natural events. Beyond just teaching facts about the environment and global climate change, the game is set up to encourage thinking about how your actions affect the whole world and how what we do now will affect our future. Game-play also requires players to work together to improve the globe&rsquo;s color, demonstrating how we must all work together to help slow the effects of global climate change.&#10;&#10;"
114471,,
114472,,"This is a simple print-and-play, roll-and-move used in a MDA Workshop that is part of the game design class at the Massachusetts Institute of Technology.&#10;&#10;The game is played by two players. Each player has a single track consisting of 12 spaces. Players start on their respective starting spaces, and the first to reach their 12th space wins.&#10;&#10;On his or her turn, a player has two choices: roll a d3* and move that many spaces, or get a bonus token. Bonuses tokens can be cashed-in on a player's turn, before rolling, to automatically move two spaces; a maximum of three tokens is allowed.&#10;&#10;Thus players can either take a chance and move 1 - 3 spaces, or play it safe and guarantee themselves 2 spaces later.&#10;&#10;&#10;    d3 is a d6, which translates as follows:&#10;&#10;&#10;&#10;d6 roll    d3 result&#10;1, 2       1&#10;3, 4       2&#10;5, 6       3&#10;&#10;"
114474,,
114477,https://cf.geekdo-images.com/N_VjUxcqWEQSVcKerevpWA__original/img/ysWye79pknApCuO_PuYIlYLNG6Y=/0x0/filters:format(jpeg)/pic1209024.jpg,"There are four safes in different colors on the table, consisting of two card stacks; one open one and one draw pile. The players take turns rolling a die to determine a color, then look at the open card of the safe in the corresponding color. Now they must guess whether the next card they will draw from the safe's draw pile will be higher or lower than the current open card of the safe. If the guess is right, the player takes the open card(s) and replaces it by the drawn one. If a guess is wrong, however, the drawn card is added to the open card stack of the safe. Also, a player who makes a wrong guess loses all unprotected cards in front of him/her. Instead of rolling the die, s/he can also choose to protect one's loot and put it in a bag.&#10;When all cards have been distributed, the player with the highest loot is the winner.&#10;&#10;"
114478,,
114482,https://cf.geekdo-images.com/4zYqe9o8a0ljuFwHduMtdQ__original/img/fBX-vkyyDqeINcZSjNBj5eyAP8Y=/0x0/filters:format(png)/pic1489186.png,"Dal retro della scatola:&#10;&#10;LA SFIDA &Egrave; COMINCIATA!&#10;Entra nei panni di uno dei 7 temibili guerrieri NINJA e sfrutta armi, protezioni, oggetti e abilit&agrave; speciali allo scopo di far prevalere il tuo CLAN. Affronta la MISSIONE assieme ai tuoi compagni e allo stesso tempo usali per scoprire dietro quale maschera si cela il tuo RIVALE, poi ELIMINALO in pieno stile NINJA.&#10;&#10;NINJA shadow forged &egrave; un gioco di carte NON collezionabile in cui ciascun giocatore ottiene un ruolo segreto con un proprio obiettivo nascosto e un proprio rivale nascosto da eliminare. Per vincere la partita baster&agrave; portare a termine il proprio obiettivo riguardante la missione in cui tutti i NINJA sono coinvolti, oppure scoprire ed eliminare il proprio clan rivale oppure restare il solo clan in gioco.&#10; Ogni clan possiede quattro valori: Attacco, Difesa, Costituzione, Intelletto. I giocatori dovranno affrontare diverse sfide (contro gli eventi o contro i giocatori stessi) tirando un dado e sommando il risultato ai propri valori richiesti. Il risultato potr&agrave; essere ulteriormente modificato da carte vantaggio giocate dalla propria mano (armi, protezioni, oggetti o abilit&agrave; speciali) e da carte svantaggio subite in caso di precedenti fallimenti (ferite, debilitazioni, ecc.). Se la somma tra valore base, risultato del dado e modificatori vari raggiunge oppure supera la soglia richiesta, il giocatore supera la sfida.&#10;&#10;From the back of the box:&#10;&#10;&quot;THE CHALLENGE HAS BEGUN!&#10;Become one of 7 fearsome NINJA warriors and use weapons advantage, protection, objects and special skills in order to prevail with your clan.&#10;Take on the mission along with your comrades and at the same time use them to discover your rival, then eliminate him in perfect ninja-style.&quot;&#10;&#10;NINJA shadow forged - is a NON collectible card game in which every player takes the secret role of one ninja with one hidden goal and one hidden enemy, he can win by eliminating all the other ninjas, or by killing his enemy, or by reaching his goal.&#10;&#10;Every NINJA has four characteristics: Attack, Defense, Constitution and Intellect; the players must face challenges by rolling one die and adding one of these characteristics (modified by events, equipments, advantages, disadvantages and special powers), if the result is equal or more the challenge's difficult the player has succeded.&#10;&#10;"
114484,,
114495,,"Bottle, Barrel, Brick is a fast paced game of resource collection. Each player is a dwarf trying to make the most ale, or dig up the most gold. Players take turns deciding if they will try to gather new resources by rolling the die, or combine the resources they have into finished goods for more points. If they choose to gather resources a die is rolled to determine how much they gain. It is easier to make ale than it is to dig for gold, but at the end of the game gold is worth more.&#10;&#10;During his turn a player can pass a bottle of ale to another player to decrease his chances of gathering resources on his turn, or pay another player gold nuggets to buy bottles of ale before they can be combined.&#10;&#10;Once all of the barrels of ale, or gold bricks are claimed by successfully combining bottles and nuggets the game is over and the player with the most valuable stash wins. This game includes a 6-sided die and all the resource tokens needed to play.&#10;&#10;"
114496,,
114504,https://cf.geekdo-images.com/D9LQaY-fkmJgmA6zxZ_TWA__original/img/78vDDdus4FM8c1jggvetkRHHoBA=/0x0/filters:format(png)/pic4630949.png,"Carnevale is a brand new miniature skirmish game, set in a twisted city of Venice in 1795. These are 28mm metal models for painters and players alike. The game has a simple game system, but enough tactical depth to please many wargamers.&#10;&#10;This is the year 1795. After a magical cataclysm that has changed Europe and the world as we know it, the city of Venice is under the effects of the Rent in the Sky. For the first time in history, magic is walking freely on its streets, ancient monsters have awakened from their submarine slumber and found their way towards the canals of this city, a decadent nobility has discovered new ways of depravity in senseless violence, and the citizens of Venice do the best they can to survive under the protection of the Guild of thieves.&#10;&#10;"
114506,,
