bgg_id,image,description
8453,,
8454,https://cf.geekdo-images.com/yfoQQY4IQWBNTdzbrheHfQ__original/img/6SDJpMMynLIylVevTVhsVg6UW0c=/0x0/filters:format(jpeg)/pic35072.jpg,The Rise of the House of SA'UD was the inserted game in issue #46 of The Wargamer Magazine.&#10;&#10;The game itself is a two player game which covers the struggle between the Sa'ud and the Hussein factions for control of the Arabian Peninsula during the 1920's&#10;&#10;
8455,,
8456,https://cf.geekdo-images.com/GkiFuxsyOA76sIrC07DJyw__original/img/c76i3FJg3LKNQER2pKqMefXzG6Q=/0x0/filters:format(jpeg)/pic55192.jpg,"Fight on the Beaches was the game in issue #40 of The Wargamer Magazine.&#10;&#10;Fight on the Beaches is a two player game simulating the first eleven days of a German plan to invade the United Kingdom in the Autumn of 1940.The game is at a corp commander level, with hexes representing 5 miles, 12 hour turns, and units organized at divisional level with elements down to regiment and battalion size.&#10;&#10;"
8457,,
8458,https://cf.geekdo-images.com/5FD_Frn_kjNjmFS6tijOiw__original/img/k17nbgx-1-iSMpKID5ogKck1jtU=/0x0/filters:format(jpeg)/pic6343543.jpg,"From the publisher's web site :&#10;&#10;They have landed&#10;2 Games in one box&#10;&#10;INVASION&#10;Coming from a distant Universe, you are counting on getting hold of this little blue planet called &laquo; earth &raquo;. Prepare a group strategy to weaken earth's defenses in order to invade the planet by squadrons.&#10;&#10;GALACTIC WAR&#10;From time to time, some stars produce a coveted substance called : GALACTIX. Travel the constellations of our universe in search for this substance. Attack the other Flying Saucers and steal their cargo. From your Mother Ship, you control your two Saucers and watch over the universe.&#10;&#10;Contents&#10;15 Galactix - 4 Dice of 3 colors&#10;1 BoardGame - 2 Game Rules&#10;98 Original Cards&#10;8 Saucers - 8 Stickers&#10;&#10;"
8459,,
8460,https://cf.geekdo-images.com/tMy5ENPUw4h08JT8rAvRAQ__original/img/LcrEga9c3q-aEXHG6yFlkBj0uso=/0x0/filters:format(jpeg)/pic35080.jpg,"From the Publisher...&#10;&#10;From rookies to pros! Lead your team to the highest level of competition through the experience acquisition system and the championship rules. Personalize your players by increasing their skills and make their performances more realistic: The Avanced Rules book offers some great extra rules (snapshooting, communication, crawling....) to go deeper into paintball excellence.&#10;&#10;Box Contents&#10;A full-color folding board figuring a paintball field.&#10;&#10;56 finely sculpted plastic miniatures :&#10;30 players designed in 3 different positions.&#10;21 &quot;Sup'Airball&quot; obstacles.&#10;1 prebunkering template.&#10;An illustrated rules book, with examples and playing tips.&#10;Colorfull cardstock counters.&#10;2 Dice.&#10;A transparent shooting ruler.&#10;2 summary table cardboards.&#10;A &quot;breakout&quot; sheet pad.&#10;30 &quot;jersey number&quot; stickers for the models.&#10;&#10;"
8461,,
8462,https://cf.geekdo-images.com/gblT7lA3MSmkFzYtfGwvZw__original/img/xf6ifpy-pFFpF-hU_tbUzM5hseU=/0x0/filters:format(jpeg)/pic7912526.jpg,"Main Event Wrestling is mainly a card game that simulates the action at a professional wrestling match.  Players maintain a hand of seven cards that when played, allow them to make attacks on their opponents or to defend against such maneuvers.&#10;&#10;Each turn, players play &quot;rock-scissors-paper&quot; (called &quot;strike-kick-grab&quot; in this game) to establish who has the right to attack (momentum).  Cards are played, with titles straight from pro wrestling moves (Figure Four Leg Lock, Atomic Drops) and quips (Did you see that?!).  The cards have different costs and effects, adjusting the wrestler's fatigue markers as the fighters stun, knock down, and try to pin each other.  Some allow the wrestlers to seize the momentum and attack.  When the players have played all the cards they want, they determine the injuries inflicted onto their wrestlers and refill their hand of cards.  When the deck has ran out of cards, the cards that have been played are reshuffled to form a new deck.&#10;&#10;The game ends when a player wins the match by having their opponent's wrestler pinned, knocked out, or disqualified.  The game also ends when the card deck has been reshuffled as many times as the number of players in the game.&#10;&#10;"
8467,,
8469,https://cf.geekdo-images.com/_x393Y5ROIdTbr6m64ei0g__original/img/rLweq7Inxy0TCG23F8b4SsQMmIk=/0x0/filters:format(jpeg)/pic4930003.jpg,"A game of fantasy armies, heroes, and adventures.&#10;&#10;&quot;The ancient stories of elves and men tell much about the titanic struggles of good and evil, but little has been recalled of those who were not of Middle Earth but of its fringes. With this book you may recreate a part of the Eastern Regions, the vast and diverse archipelago that bordered the eastern coast of middle earth, to sail between strange islands, face demons and gather treasure, and to fight large battles between the many powerful contenders for this part of the world long past.&quot;&#10;&#10;"
8470,,
8471,https://cf.geekdo-images.com/CRDSAlDjj3RlDj4kMyDzZQ__original/img/xAKPmagaUC9XcHS6gpmmnEoqgow=/0x0/filters:format(jpeg)/pic35189.jpg,"&quot;Trenchfoot: Bullets &amp; Bayonets in the Great War.&quot;&#10;&#10;&quot;Over the top! Run. Jump. Fire. Run. Slip and fall. So goes the advance across the mud, craters, and barbed wire of no-man's land.&quot;&#10;&#10;Scale: 1 yard hexes, 1 second turns, each unit equals one man.&#10;&#10;"
8475,,
