bgg_id,image,description
299076,https://cf.geekdo-images.com/Ev8HxjPWpkk0rYrDEhU-Vg__original/img/9vX-P26z8yYbr_lxkuEoB_gTtig=/0x0/filters:format(jpeg)/pic5377008.jpg,"Party game for 3-4 players or teams.&#10;&#10;On Kickstarter May 5, 2020:&#10;https://www.kickstarter.com/projects/3inchhighgames/lifewrecker&#10;&#10;Object of the game is to lose health, wealth, and social status on the way to rock bottom.&#10;&#10;Players answer questions of how they would handle a scenario.  Answers result in penalties (which in this game are a good thing) and advance tokens toward disgrace, destitution, and death.  Once a play or team achieves all three objectives, the game is over.&#10;&#10;The game takes 20 to 40 minutes to play depending on the amount of team discussion.&#10;&#10;&mdash;description form the designer&#10;&#10;"
299081,,
299082,https://cf.geekdo-images.com/ANnZdQ3O2V0Uu7fxYWwVdQ__original/img/wRs57i0THvH9Wv0WMLNHCb8m4KQ=/0x0/filters:format(jpeg)/pic5178764.jpg,"COMBAT: 1948 Arab-Israeli War&#10;&#10;Wargame rules to create battles of the 1948 Arab-Israeli Wars in 15mm, based upon our Combat WWII game system. D6 based. IGOUGO turn sequence.&#10;&#10;Includes:&#10;&#10;     Tables of Equipment for both Arab &amp; Israeli forces,&#10;     Scenarios, &#10;     Army Lists for most Arab forces like the Arab Legion, Egypt, Jordan, as well as the Israeli forces.  &#10;     Features like:&#10;         Commandos, &#10;         Minefields, &#10;         Weather, &#10;         Flamethrowers, &#10;         Artillery. &#10;         Aircraft &#10;         and more...&#10;    &#10;&#10;&#10;&mdash;description from the publisher&#10;&#10;"
299083,,
299084,https://cf.geekdo-images.com/6CILulPjJIcYMoYJos1JFw__original/img/pRO_LDS_PhG1UJc_UYLveWqNiQk=/0x0/filters:format(jpeg)/pic5175772.jpg,"Adventures with Gun, Sabre &amp; Horse allows you to wargame battles of the late 19th Century in 15mm.&#10;&#10;This is the first set in the series and contains the basic core game rules as well as two army lists with sample armies.&#10;&#10;The two army lists with the core rules are: &#10;&#10;     Zulu Impi &amp; &#10;     British Colonial Army.  &#10;&#10;&#10;Future expansions will include advance rules, more units, armies and equipment.&#10;&#10;Multiple figures per base with a 40mm frontage. &#10;Point based &amp; scenario gameplay. &#10;IGOUGO turn sequence.&#10;&#10;This is an &quot;Old School&quot; type wargame with simple yet trusty d6 mechanics.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
299085,,
299089,https://cf.geekdo-images.com/tqC0JDwxIVAv9w6AFiU9qw__original/img/W8122oLr2pkzDBQ2Lvk31lp-TZs=/0x0/filters:format(jpeg)/pic5895582.jpg,"A simple and fast family attention game for pirates!&#10;&#10;The game consists of 50 thick round cards, with five elements drawn from the pirate universe (tricorn, long-view, treasure, pistol, bottle, etc.) on one side (yellow background) and one of these elements on the other side (white background). There is also a bomb card.&#10;&#10;All players will play at the same time. The cards are spread out on the table facing yellow. At the start, each player takes a card, turns it and places it in front of him facing white. He must now find another card that shows on its yellow face the element discovered. He takes it, turns it on the white face and places it on its stack, revealing a new element to find and so on. When a player no longer has a chance to play, he grabs the bomb. All players check and look at who has picked up the most cards (including the bomb).&#10;&#10;"
299098,,
299100,https://cf.geekdo-images.com/8JNaDzn5zz4H9QsjVZ_2qw__original/img/W7g-7KmOSPvUxh1IZ5D2LLguamM=/0x0/filters:format(png)/pic5190218.png,"&quot;Repubblica Ribelle&quot; (&quot;Rebel Republic&quot;) is a partially collaborative wargame for 3-6 &quot;rebel&quot; commanders who must defend the free zone of the Republic of Montefiorino, in the heart of the Tuscan-Emilian Apennines, during the long months of guerrilla warfare that go from the summer of 1944 to spring of 1945, between Nazi-fascist attacks, difficult political balances and innumerable social difficulties.&#10;&#10;At each round, a mission card is revealed, posing a problem related to the current situation that the players (representing various partisan factions) must solve by playing action cards (with military, political, and social values) and using pawns on a local territory map. If the problem is solved, the player who contributed the most gets the card, which will be worth one point in the final count, which will attribute the victory to the player who has been able to solve the greatest number of problems.&#10;&#10;&mdash;user summary&#10;&#10;"
299103,,
