bgg_id,image,description
132281,,
132288,https://cf.geekdo-images.com/RgyZyz3Ug1aPW0Xb_0Urfg__original/img/4y4kwHh-wh0aLr8vb06gkJZgP8c=/0x0/filters:format(jpeg)/pic1455185.jpg,"A box of 60 very sturdy cards each featuring a number from 0 to 9 inclusive. The game is aimed at pre-schoolers and are designed to be attractive to young minds. There are numerous games suggested, mostly having a parent to act as referee.&#10;&#10;For example, the parent lays out 10 cards, one of each number. Then she asks the players in turn to point to two cards that add up to 7. If the child is right, he or she gets a point. After the playxers have all had a turn, the parent can choose a different number like 5 for instance, and so on. First to get, say, three points, wins. This sort of game can easily be made more difficult by choosing three cards that add up to a number.&#10;&#10;Nearly all the games feature counting and the recognition of numbers. The publisher has made a very good job of making the cards as nice and hard-wearing as they are.&#10;&#10;"
132302,,
132312,https://cf.geekdo-images.com/ESvhx5o--njNC-Ayum6JiQ__original/img/T8XLneIXdbvtNtHz7x8bAkN2W9M=/0x0/filters:format(jpeg)/pic1454348.jpg,"Based on Lost Worlds game system designed by Alfred Leonardi. The 30th Anniversary edition is based on the Robin Hood theme. Two books contain 2 characters each, are case bound with over 120 combined full color illustrations by Doug Shuler. New layout for easier gameplay. Still compatible with all Lost Worlds series books.&#10;&#10;     Legend's Gauntlet: Sherwood Forest includes&#10;         Robin Hood&#10;         Maid Marian&#10;    &#10;     Legend's Gauntlet: Nottingham includes&#10;         Guy Gisborne&#10;         The Sheriff of Nottingham&#10;    &#10;&#10;&#10;"
132319,,
132320,https://cf.geekdo-images.com/t2ctxhLhYQkfPHx4YKHCvg__original/img/gvqheUIlnxtRvBrMGPooRbBeGrU=/0x0/filters:format(png)/pic1606126.png,"Travel through time and space as you buy, sell, and trade iconic episodes spanning billions of years across the Doctor Who universe, including the episodes &quot;The Poison Sky,&quot; &quot;A Good Man Goes to War,&quot; &quot;Genesis of the Daleks,&quot; and &quot;Omega.&quot;&#10;&#10;In fact, 22 of the most iconic Doctor Who episodes are referenced throughout the game! The Doctor Who Monopoly Board Game comes with 6 tokens themed to the BBC TV series: Umbrella, Sonic Screwdriver, Celery, Recorder, Bow Tie, and Scarf. It even features a 60-minute speed-play option for antsy Whovians!&#10;&#10;All 11 Doctors from the franchise are featured on the board center, making this Doctor Who Collector's Edition Monopoly Game a real treat for any fan. Oh, and remember to collect $200 when you pass the Daleks!&#10;&#10;"
132322,,
132323,https://cf.geekdo-images.com/wW2tkyk_KxdrdG8xSkUzVg__original/img/djxjyXM_WpdSBmdUHlnRVxeacAk=/0x0/filters:format(jpeg)/pic1467088.jpg,"From the publisher:&#10;Seeds for the Birds - A Helping Game that's as easy as 1-2-3! Uh-oh! The baby birds are hungry. Players help Mama Bird feed her little babies by turning over cards one at a time and gathering seeds. But watch out! The squirrel likes seeds too and sometimes he takes them for himself. Gather more seeds for the birds than the squirrel and everyone wins!&#10;&#10;Turn over a card. Is it a bird, a seed or the little squirrel? If it's a seed card, place that number of seeds on a bird feeder. If it's a bird card, pick up all of the seeds on bird feeders in that row and place them in the nest.&#10;&#10;Children will learn:&#10;- Counting, number sets and adding&#10;- Shared Decision Making&#10;- Following Directions&#10;- Taking Turns&#10;- Cooperation&#10;&#10;Contents: a playing board, 16 game cards 15 seeds.&#10;&#10;"
132324,,
132325,https://cf.geekdo-images.com/sgtESCgQm56qKwXndsulRA__original/img/aPrhiWGuoUV1IV5Lk89JU0fRL1Y=/0x0/filters:format(jpeg)/pic1467051.jpg,"From the rules:&#10;Uh, oh! The little bugs are caught in Willy&rsquo;s wiggly spider web. Help free the bugs by cutting them out of the web and letting them fall to the ground. Be careful. If Willy falls from the web before you free all 10 bugs, the game is over and everyone loses. Free all 10 bugs and keep Willy on top of his web and everyone wins!&#10;&#10;3 levels of play. While all game levels have the same object, each level adds developmentally-appropriate challenges to the game.&#10;&#10;"
132326,,
