bgg_id,image,description
243499,,
243530,https://cf.geekdo-images.com/e8cKa9Bgu7zkx7vDPx0T7Q__original/img/FUPUsd8S1EYiL-ZWd1apL9VcNGI=/0x0/filters:format(jpeg)/pic3950346.jpg,"In Ingenious, a.k.a. Einfach Genial, players take turns placing colored domino-style tiles on a game board, scoring for each line of colored symbols that they enlarge. The trick, however, is that a player's score is equal to their worst-scoring color, not their best, so they need to score for all colors instead of specializing in only one or two.&#10;&#10;Ingenious Extreme features the same gameplay as Ingenious, but with the domino-style tiles consisting of two conjoined octagons instead of two conjoined hexes. Since the pieces in Ingenious had six colors on them, 'Ingenious Extreme features eight colors, giving players more to juggle as they try to score well across the board while shutting out opponents.&#10;&#10;In more detail, each player has a rack with six tiles on it, and on a turn a player places one tile from their rack onto two empty octagon spaces of the game board. For each octagon on this tile, they score one point in that color for each octagon of the same color that lies adjacent to it and each octagon in a straight line from it. (In all you must check for scoring in seven directions from each half of the tile; you never look back from one half of the tile through the other half.) If a player brings the score of a color to 13, they immediately take another turn. At the end of their turn, they refill their rack to six tiles. (Before refilling their rack, if they have no tiles on it that contain hexes in their lowest-scoring color, they can discard all of their tiles, then draw six new tiles from the bag.)&#10;&#10;When no more tiles can be placed on the game board or when one player scores 13 in each color, the game ends. Players then compare their lowest scores, and whoever has the highest low score wins.&#10;&#10;"
243538,,
243544,https://cf.geekdo-images.com/Y5TonTJ9yUuoWW5vUJ7KRA__original/img/Z0EeqJc07ByVH6jVCcQmfc2CJt4=/0x0/filters:format(png)/pic4100978.png,"A game of wise planning and crypto investing.&#10;&#10;You are an upstart tech investor with a penchant for Cryptocurrency. Each time a coin forms big money will be paid out to top stakeholders. The player with the most fiat at the end of the game wins.&#10;&#10;Each turn, players draw and event card that will affect their turn or all players next turns and then, play a hex tile from their hand on the board to establish new coins, merge existing coins, or grow existing coins. They then buy tokens vying to become majority or minority stakeholders so they can receive a payout upon a merger. &#10;Player's may then research their coins and sell or trade their coins as they see fit.&#10;&#10;Player with the most Fiat at the end of the game wins!&#10;&#10;"
243552,,
243565,https://cf.geekdo-images.com/hZKGqLPAt5LkFRTqyUGoyQ__original/img/hddqhpntc-77yBsZAqUYaKHI7NU=/0x0/filters:format(png)/pic3963716.png,"Districts: Barcelona is a game for up to 4 players about the different interests and tensions that transforms a city over time and how they are related. The City works as an ecosystem and its citizens try to adapt and transform it to match their needs. Sometimes, such changes come as a by product of some direct actions, some other times it comes from direct developments that come through the administration or private investments.&#10;&#10;We assess that it&rsquo;s not possible to witness such changes and transformations as a neutral witness: everyone is biased by its own experiences and perspective. Due to that, we have developed the different factions as how they perceive themselves. That is, portraying each of them per their own self-defined virtues and what they consider works best for most of the citizens, when not for everyone. Of course, as after all this is a game, for the sake of game balance we have adjusted certain values and actions to provide a better playability.&#10;&#10;The game is designed for 4 players (but rules are provided for 3 and 2 players) and the city map is divided in districts. Each district has an array of values that describe its economic and population statistics. These values are a common pool for all the players, this means that your actions deplete some values to increase others, but doing so you might enable a 2nd player to play its actions in that district.&#10;&#10;The game has no luck component whatsoever, players' actions have a basic effect no matter where they play them, and an additional effect if certain values are matched. Each faction consumes certain resources and generate others, and not a single faction is autonomous: each of them requires at least one resource they can not generate.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
243568,,
243581,https://cf.geekdo-images.com/MGbhfNrDpTsK1fz1VzaMaw__original/img/vufOAIKKzsJpMZ44ncH88LSYeAU=/0x0/filters:format(png)/pic4307451.png,"In Mephisto: The Card Game you play as one of the power hungry adventurers who has made a pact with the archdemon Mephistopheles. The deal is simple. Collect the souls of monsters you encounter in the dungeon and receive unholy strength in return. The catch is: You aren't the only contestant seeking his gift, but only one of you will receive it. Be the player with the most souls by the end of the day or be doomed to serve Mephisto for eternity!&#10;&#10;Mephisto is played with a single deck of cards &mdash; making it incredibly easy to set up and begin playing. Players will need to manage their hand of weapons, items, spells and monsters as they explore the dungeon for souls to collect. Cards are multi-use, meaning that any card in your hand can be used as a resource or for its printed ability. For instance, a monster in your hand may be spent to equip a powerful weapon or it can be summoned into the dungeon for you to fight on a later turn. Weapon and item cards have durability that degrades over time, requiring smart play to maximize their potential.&#10;&#10;"
243592,,
243593,https://cf.geekdo-images.com/emKaFnAxfS3GVYWsLrH0ZA__original/img/LcK66aK2pwIL8YABeMN8jOCX5iM=/0x0/filters:format(png)/pic7875994.png,"Evrwyn is a high fantasy role-playing tabletop card game that takes you on an epic journey to find Tarvana and end her blight. Traverse the Valencian Empire, scouring through forgotten dungeons, busy settlements, and treacherous terrain. Choose between many unique races, classes, and professions to navigate this volatile realm. Evrwyn&rsquo;s gameplay combines storytelling, group strategy, unforeseen opportunities, character customization, and survival. Because of Evrwyn&rsquo;s many random features, each gaming experience will be unique. Encounter a plethora of travel and dungeon events that test even the most seasoned players. Taking chances, pursuing riches, and rolling the dice can lead to powerful discoveries or your ultimate demise. Evrwyn will test your group&rsquo;s strengths and expose its weaknesses. Your allies may not always have your best interest in mind.&#10;&#10;&mdash;description from the designer&#10;&#10;"
243596,,
243599,https://cf.geekdo-images.com/TOGhjhJBhlOjdeKWlhOing__original/img/fMJKqO85azORLlzMGEm1QmyjUW4=/0x0/filters:format(png)/pic4222401.png,"Black Hole Council is a 4-8 player negotiation and deduction game about deciding the fate of 32 different planets. Players take on the role of Councilors on the Black Hole Council. Each Councilor has been paid off by shady organizations, and so has a secret agenda card they're trying to fulfill. During six negotiation rounds and three deductions rounds, players attempt to achieve their agenda and guess the goals of other players.&#10;&#10;During negotiations, a leader chooses whether to settle, tax, mine, conquer, or &quot;black hole&quot; five different planets while the other Councilors attempt to influence the leader's decision. This happens while a two-minute sand timer is running, and after it runs out, all players except the leader vote on the proposal. If it passes, all players advance (or not) on the influence track, depending on how well they did during the negotiation.&#10;&#10;During deduction rounds, players attempt to guess certain goals held by the other players. Correct guesses earn influence coins for you, while incorrect guesses earn coins for your opponent.&#10;&#10;The more players can negotiate to achieve their agenda and deduce what other players' goals are, the more likely they are to advance on the influence track and become the new de facto ruler of the Council.&#10;&#10;"
243606,,
