bgg_id,image
12867,https://cf.geekdo-images.com/KDCksFfWJUD46pn9F20L9w__original/img/FD8eeG5vhhZa1SzsL00_Thj8zIk=/0x0/filters:format(jpeg)/pic1492518.jpg
12868,
12869,https://cf.geekdo-images.com/ufuj5i6Ip8NFHg5LmqdteA__original/img/vrTgGAjf0jTv7Pjxsn3Ppndzvxs=/0x0/filters:format(jpeg)/pic51839.jpg
12870,
12871,https://cf.geekdo-images.com/4ZoqR0YcXl8jvNeNVPWqCA__original/img/4wJUfTUhzLsNYz6ifgxkRssMzm8=/0x0/filters:format(jpeg)/pic6574039.jpg
12872,
12873,https://cf.geekdo-images.com/W1horzRf-9TLBnc4SPh9wg__original/img/SW6Nq-H6V_DkLosZ-nK7OKzyybw=/0x0/filters:format(jpeg)/pic58505.jpg
12875,
12876,https://cf.geekdo-images.com/8oLJu4SMxJKfU1L_UiGM_g__original/img/gEgfYdQzMVaquZmr1q4Ep2ZoxE0=/0x0/filters:format(jpeg)/pic500769.jpg
12877,
12878,https://cf.geekdo-images.com/UmMO1L8V7mB6OqH4PTJ96A__original/img/xMecnpbgIZ0OgAyHf-WhT-pAS_E=/0x0/filters:format(jpeg)/pic52422.jpg
12881,
12882,https://cf.geekdo-images.com/Y3_fGdXJB36UD9BYP8urvg__original/img/SfhbOcvhIZaE69bZjf6kiu6uxrQ=/0x0/filters:format(jpeg)/pic120490.jpg
12883,
12884,https://cf.geekdo-images.com/IRIOXxr92TBbUfJ2wBbGNg__original/img/bCdmt2hcskoeI88V_Vtrqa7c_v4=/0x0/filters:format(jpeg)/pic58501.jpg
12885,
12886,https://cf.geekdo-images.com/y3zjNGWsSwZUoGwsBbBiRw__original/img/BHaMCoIAPxvg-RPE_yamL-F4_p4=/0x0/filters:format(jpeg)/pic90575.jpg
12887,
12888,https://cf.geekdo-images.com/Hze5InSp7rQeTi4Q_n8eLA__original/img/hOV2mXUfSGHld2w2qKOAevmy_7c=/0x0/filters:format(jpeg)/pic482769.jpg
12889,
12890,https://cf.geekdo-images.com/Bo06rLFdv_YlKxzWOh7r-g__original/img/vlpyYDf3hnJUetWPZUXY5mXwbK0=/0x0/filters:format(jpeg)/pic2459764.jpg
12891,
12892,https://cf.geekdo-images.com/10AFxFCGBTFUzs5rWQnqOA__original/img/ygzyBV1rSPv2tstMJlCqUdX2jKE=/0x0/filters:format(jpeg)/pic1333008.jpg
12893,
12894,https://cf.geekdo-images.com/gwejqeSJ36NcBGcdGLRs_Q__original/img/jemvyBPqkJHeJYt_OXcyB9n9J_4=/0x0/filters:format(jpeg)/pic60821.jpg
12895,
12896,https://cf.geekdo-images.com/ZDx5Lj6K4517p877rxWJew__original/img/GqIZu9tahrvyXaPhZVnm4tU92EY=/0x0/filters:format(jpeg)/pic100647.jpg
12897,
12898,https://cf.geekdo-images.com/veoW84ThUj1MY8ZRTjfVIg__original/img/T1SNkkvVDegarRcZ7fjt5vhkGn8=/0x0/filters:format(jpeg)/pic532540.jpg
12899,
12900,https://cf.geekdo-images.com/uMF-zZMi-NhVmG1wnhe0HA__original/img/HwpE_J-hOvq_r6zD-td5nHAQTxU=/0x0/filters:format(jpeg)/pic7172257.jpg
12901,
12902,https://cf.geekdo-images.com/tLrK0_NslFKQL6OvpEqi-w__original/img/YsYwH8aiFnMr--fUMTYjNjhy_A4=/0x0/filters:format(jpeg)/pic839808.jpg
12904,
12905,https://cf.geekdo-images.com/OH7TzuGuh7NyuEJsckSyOA__original/img/e4VHmJC0s6aHo9pUwnNkY2SjrOo=/0x0/filters:format(jpeg)/pic377193.jpg
12906,
12907,https://cf.geekdo-images.com/Qdii2cPJQ-t67PJwoJKqig__original/img/MI294mH706jOcw_AFI1RhqAcvU8=/0x0/filters:format(jpeg)/pic710869.jpg
12908,
12910,https://cf.geekdo-images.com/9qm6kPKQZLgywtyeMSN7SA__original/img/rGv00g6CjIbZQ1Uu-MWplDiG8Ow=/0x0/filters:format(jpeg)/pic95371.jpg
12911,
12912,https://cf.geekdo-images.com/g4MR0EqL6NAp8NccQuG1eg__original/img/rzFkkhQZUD8W2MP2Xhh_SB4IZK4=/0x0/filters:format(jpeg)/pic51733.jpg
12913,
12914,https://cf.geekdo-images.com/emoAtdJ2FsOYGZiq5sJwRg__original/img/BSJF7JmeQVQcAu4-3YNsdcZ8E6s=/0x0/filters:format(jpeg)/pic198211.jpg
12916,
12917,https://cf.geekdo-images.com/EQVPy6sQoP5pST_OO0tk6Q__original/img/4J6P_MhZDdgWZbjgd9miYjcWoaE=/0x0/filters:format(jpeg)/pic51936.jpg
12918,
12919,https://cf.geekdo-images.com/ZeQx6kw3cm26_jh2h2XDtA__original/img/rKZNIu7zNsjfMMFNmz6b5KqhTDE=/0x0/filters:format(jpeg)/pic481071.jpg
12920,
