bgg_id,image,description
173370,,
173371,https://cf.geekdo-images.com/k_eEmQTlKO8JegHxEXY01w__original/img/aC8QVZlBEQAQjWbURkb52g_cK18=/0x0/filters:format(jpeg)/pic2412700.jpg,"From the back of the box:&#10;Children learn about the connections between objects and develop language and logic skills. This game is played with jumbo-sized, self-correcting cards. What goes with the chair? That's easy - it's the table! If you're not sure, just see if the two puzzle pieces fit together. Rules for 4 different games are included.&#10;&#10;"
173372,,
173373,https://cf.geekdo-images.com/LAtHdXk9sGbq_RsRt9Jv-w__original/img/Ynv8N7j2cD8Xg81VEEYDqXf_lXQ=/0x0/filters:format(jpeg)/pic2415980.jpg,"Quotes &amp; Verses (Q&amp;V)  is fun! It can liven up your connect groups, prayer meetings and even social gatherings.&#10;&#10;Let Q&amp;V be the instrument to deepen friendships, old and new. Share your life experiences with Q&amp;V and be able inspire, give hope, or just simply vent your burdens.&#10;&#10;With Q&amp;V, you&rsquo;ll be surprised at what others could say about your situation.  Everyone&rsquo;s perspective counts.&#10;&#10;Q&amp;V is a game about life, a tool for reaching out and touching others. It plays 2-7 players and about 10 minutes per player.&#10;&#10;There are 3 types of cards in Q&amp;V. Ideas, Quotes and Verses. During setup each player takes 3 Quotes and 4 verses.&#10;&#10;The leader for the round will draw an Idea card and reflect on it. The rest of the group will then take turns using their Quotes and Verses cards to make a reaction to the Leader's sharing.&#10;&#10;The Leader gives a point to the reaction they liked the most. The player next in line to the Leader starts the next round as the new leader. Play continues until everyone has taken their turn as leader. The one who has the most points win!&#10;&#10;"
173374,,
173377,https://cf.geekdo-images.com/zVYhX9Y23elajxc3BwkdaA__original/img/iY8ukiLhQs_binIVGNwsVrvnwp4=/0x0/filters:format(jpeg)/pic2412717.jpg,"A simple roll and move game. Players must race (using a die) to Home (Square 67). There are 10 squares with special instructions that must be obeyed should your car land on one. First to Home, wins.&#10;&#10;"
173378,,
173380,https://cf.geekdo-images.com/Ki8pGYrNGtJL4PiBrytGrw__original/img/f6KI6-Aej7fmDh6DrIBDsrdhFb0=/0x0/filters:format(jpeg)/pic2427087.jpg,"Papilio is a card game that recreates the life of butterflies in a fun and didactic way. It combines the fun of an enjoyable game with the discovery of the world of butterflies and some of the most common species in the Mediterranean area.&#10;&#10;The aim of the game, fun apart, is to build the richest habitat, and this is achieved by gaining the maximum number of points: completing butterflies, attracting them with plants, trying to make them breed, or catching them (with final penalisation). You also have to ensure that neither predators nor changes in the weather nor human intervention have a negative influence in the strategy of each player.&#10;&#10;The game is designed for 2-5 players of all ages, and especially from 6 years old to an adult public. We have devised three levels of difficulty so that the learning process is gradual until dominating all the aspects of the game.&#10;&#10;The game has a total of 66 cards, and 40 of them represent butterflies, 17 are actions by the players and 9 refer to the weather. The butterflies chosen represent more or less the variety of diurnal species in the area and the majority are grouped by colours, an approximation to the different families.&#10;&#10;Papilio is a game of simulation yet it is also competitive. This means that the dynamic of the game is agile and with continuous toing and froing, and at the end establishes a score in points that in some way is related to the concept of biodiversity and the biological cycles of these insects.&#10;&#10;Thus there are more points for the butterflies that are free than those caught with butterfly nets. The diversity of the butterflies is also rewarded and the number of species of the same group. Finally, points are scored for the combination of plants and reproduction cards (caterpillars). Moreover, given the vulnerability of these insects, the game includes three species of protected butterflies, rare or in danger of extinction, species that in the game cannot be caught with butterfly nets.&#10;&#10;"
173387,,
173389,https://cf.geekdo-images.com/W2g5VgYpSNsVotalbxxyNg__original/img/e9s63HOf-ZfE1p7xJDjNNV0g74M=/0x0/filters:format(jpeg)/pic2412627.jpg,"Two players face off in Rush Hour Shift, with each trying to be the first to get their car to opponent's side of the playing area.&#10;&#10;The game board represents a multi-lane highway with a number of trucks and cars scattered across the lanes. Each player starts with a hand of cards, and the cards let you either move vehicles, shift sections of the highway left or right, or both. Players alternate playing cards until someone moves off the far edge of the game board and wins.&#10;&#10;Rush Hour Shift includes ten suggested set-ups.&#10;&#10;Note: The 1-player version of ThinkFun Rush Hour is considered a puzzle, and does not have its own game page. You can use the Outside the Scope of BGG page for that and other 1-player ThinkFun puzzles.&#10;&#10;"
173390,,
