bgg_id,image,description
338627,,
338628,https://cf.geekdo-images.com/alEgV88cpqFtaHAklI6lbw__original/img/5jdMrbjMlK3698GCyKWzWNxQsOo=/0x0/filters:format(jpeg)/pic6214088.jpg,"Take a hike in TRAILS, exploring iconic sites and national parks across the U.S., gathering resources, observing wildlife, and earning wilderness badges. TRAILS is a standalone adventure in the PARKS series with artwork from the Fifty-Nine Parks Print Series.&#10;&#10;In TRAILS, players hike back and forth along the trail, collecting rocks, acorns and leaves; taking pictures; and encountering wildlife to gain bonuses. At trailhead and trail end, you can turn in resources to earn badges, after which you start back in the other direction.&#10;&#10;As players visit the trail end, the sun sets over the trail. As night falls, trail sites grant more powerful actions, but they won't last forever. When the sun leaves the trail, the last round of play takes place, then the player with the most points from collected badges, photos taken, and bird sightings wins.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
338629,,
338630,https://cf.geekdo-images.com/SsUvTDz4KaV1_4OmtTCPBw__original/img/GBxxBF6ZAgmQ9m6WW_Bsyyw9Q0o=/0x0/filters:format(jpeg)/pic6172772.jpg,"Kill zombies anywhere.&#10;&#10;Take Zombicide anywhere with you!&#10;&#10;Travel Zombicide offers you the Zombicide: 2nd Edition experience in a smart, easily transportable package. With an innovative design, the game has a compact plastic case and components with special dimensions perfect for vacations, car trips, or to be easily transported to a friend's house. Easily carry all the game components and have Zombicide: 2nd Edition ready to play under any circumstances!&#10;&#10;&mdash;description from the publisher&#10;&#10;"
338640,,
338643,https://cf.geekdo-images.com/JbbfVl6lqgYnzCVRrr-q0A__original/img/vZxMw4hY3A8wftRxHekbGBpTAv0=/0x0/filters:format(png)/pic6603495.png,"This is one of the eight games built on a flexible and unique modular game design that makes playing numerous games with a set of shared components possible and sold in a boxed set.&#10;&#10;As a seasoned traveler, you reap unforgettable experiences around the Continents. While you enjoy visiting places with spring-like weather, islands surrounded by turquoise water, and peaceful oases with the loveliest sunsets, you relish the experiences and connections with the people you meet throughout your journey that enhance your perspective and enrich your world.&#10;&#10;To win, all you have to do is to collect a minimum of 3 Passport Stamps and the most Connection cards. You start with 1 Passport Stamp collected and the game ends when someone gets 4. Each Traveler who has at least 3 Passport Stamps then adds up the Connection cards they have. You may not be the one who got the most Passport Stamps, but you could still have made more connections and win!&#10;&#10;On your turn, you roll a die and move the number of spaces rolled. When you land on the Passport Office, you can collect that Continent's Passport Stamp, using the Capital and Connection cards collected along the way. Getting connections is as simple as landing on the space, then reading and voting on a statement. You get a connection when the majority agrees with you! You will need money for expenses and to pay for Passport Stamps. Luckily, there are cards that can help you in numerous ways - by moving you across continents in one move, winning a lottery, and even getting free Passport Stamps! But watch out because they also can land you in jail or incur unexpected expenses.&#10;&#10;"
338646,,
338651,https://cf.geekdo-images.com/PIwhs7f0kf3ypE6xgorizA__original/img/bZ1rcLAamd9NrlXP3Nyyn2jTpro=/0x0/filters:format(png)/pic6169990.png,"Europe, 1805. Emperor Napoleon prepares his La Grande Arm&eacute;e for a perilous invasion of the United Kingdom. Only the might of the Royal Navy stands between him and the British Isles &ndash; that and Napoleon&rsquo;s own meddling in international politics. Austria and Russia, thrust into the welcoming embrace of Britain, mobilize their forces... Will the British forge a Grand Coalition and annihilate Napoleon&rsquo;s armies in one decisive battle? Or will the Emperor force his enemies to submit after a series of dazzling campaigns?&#10;&#10;Pursuit of Victory is a 2-player game of military conquest and diplomatic realignment, of bold action and meticulous planning, playable in a couple of hours. Napoleon will have to face an ever-shifting combination of European powers, consider the fate of Spanish and Polish people, and keep an eye on small, but mobile British forces. Britain will have to contain Napoleon&rsquo;s ambitions, stoke the fire of Spanish insurrection, subsidize their allies and wait for an opportunity to strike a crucial blow against the French.&#10; In Pursuit of Victory players simultaneously play two cards. One for its initiative value and up to two actions, and the other one for its various military and diplomatic effects. Each player has a hand of 10 cards and playing any given card makes it unavailable for next 2-3 turns. And there are always the two national questions looming ahead. The French can recreate Poland and take over Spain, but will the gains outweigh the costs?&#10;&#10;&mdash;description from the designer&#10;&#10;"
338653,,
338654,https://cf.geekdo-images.com/RameDMZi6hMUiq4nwjbG4w__original/img/BGOVInFPDNwi3IqX11Zx-qHbz6w=/0x0/filters:format(png)/pic6232138.png,"Everything happened so fast&hellip; And even if people could have seen it coming, what could they have actually done? David was one of the &lsquo;lucky&rsquo; ones. Far from the chaos, yet he felt the impact all the same. Now, trying to understand everything that happened, he found himself returning to a place that called to him.&#10;A place that offered the best possible chance for his survival&hellip; WOODS.&#10;&#10;Welcome to WOODS. In the first Part of Woods you have the seemingly easy task of simply keeping a fire going, and protecting yourself from the cold in winter. Chop wood, feed the fire, and survive. A simple task at first, but once Winter wanes, the challenge is increased as David will have to learn to farm, make traps to catch small animals, and eventually learn to hunt to survive. Along the way, learn about Davids story from his past and why he must survive.&#10;&#10;In WOODS there are no heroes. Just you, the elements, and the will to survive.&#10;&#10;&mdash;description from the designer&#10;&#10;"
338660,,
338668,https://cf.geekdo-images.com/FsC3AS1v63qoRSd0FHhpfQ__original/img/RskI_TrTo8GuK_zz09fdmTxWmOo=/0x0/filters:format(jpeg)/pic6171413.jpg,"Flipword is word game system that fits in your pocket. Each card of the 9-card deck contains 4 conditions for a word or phrase, and is capable of creating over 5,000 combinations of conditions for the base game. Players flip cards from a center pile to the left and right, revealing 3 conditions, then try to be the fastest to think of a word or phrase which fits these conditions. Stumped? Each player can rotate one card once during a game to swap conditions.&#10;&#10;With the new alternate deck, cards from either deck can be mixed and matched for more variety, replayability, and fun. With two decks, there are over 43,000 combinations of 3 cards!&#10;&#10;The rule book includes 10 more games to play with the Flipword deck, from light party games to 2-player back-and-forth battles to in-hand games and thinky solo challenges.&#10;&#10;&mdash;description from the designer&#10;&#10;"
338669,,
338670,https://cf.geekdo-images.com/3MW8YUCxEq7CsRTRq2Avdw__original/img/-OetZQA3DV5uHqYwxkIS2_en3kU=/0x0/filters:format(png)/pic6593389.png,"Hostile Alien lifeform detected...&#10;Proceeding to unfreeze passengers...&#10;Human lifeforms: 7&#10;Please proceed immediately to the escape pods...&#10;System alert: escape bay door locked.&#10;Please insert the activation digits to unlock.&#10;&#10;Lead the captain and six survivors of the Terranova ship through hex rooms infested by hostile aliens. Recover the six digits necessary to unlock the door to the escape pods before the invaders finish you off.&#10;&#10;HOW TO PLAY&#10;Each turn, the player moves his character through a map made up of hexagons (each one represents a room to explore) and rolls dice to determine what he is going to find, being this, a combat against aliens, encounters with other survivors or unexpected events. The player must manage their oxygen, ammunition and items in order to reach the escape pod safely.&#10;&#10;&mdash;description from the designer&#10;&#10;"
338672,,
338676,https://cf.geekdo-images.com/AJHEqir2EqN1x1xb4dBegg__original/img/rirJ9xkvj4F2HPMZsnI1hVhwO28=/0x0/filters:format(jpeg)/pic6231608.jpg,"Rigatoni&rsquo;s secret hideout has been discovered at the top of a skyscraper, and since that troublemaker is always cooking up some rotten plan, StrongerMan hopes to catch him before he can escape! Race to the top of the building, avoiding Rigatoni&rsquo;s goons and traps, and don&rsquo;t SMASH too much, or the building may collapse!&#10;&#10;StrongerMan: To the Top is a superhero solitaire in which players make choices every turn to utilize StrongerMan's unparalleled strength while attempting to control his volatile (and destructive) temper.  The player races against the clock to get to the top of a building, all the while keeping the building&rsquo;s damage in check.  While it evokes a very story-driven feel, the game features fairly simple resource management mechanics with a dose of luck (and luck mitigation).&#10;&#10;&mdash;description from the designer&#10;&#10;"
338678,,
338684,,All players play at the same time in this fast paced deck building table top game. Collect cards and build a deck that has the best combos. Win letters by having the highest points in your combo. Win all five letters in SKATE to win the game. 2 players per deck. 10-20 minute games (time increases slightly with more players). This is a skateboarding themes game with imagery and lingo appropriate to the theme for an edgy street feel to match.&#10;&#10;
338690,,
338692,https://cf.geekdo-images.com/eKm0OUCDrHyF_28vU244bg__original/img/McdGq_PJx_HQ85ab2N9r4IMh5ZA=/0x0/filters:format(png)/pic6295496.png,"Adventure awaits and a sinister evil grows in the Great Myconid Kingdom, a tangled forest of towering mushrooms. Join forces with a brave mushketeer and fight back to back in... Among I, the Fungi.&#10;&#10;AdvanceQuest is a compact adventure system. Generate a character with any traits you want, and advance your way through the story, rolling dice against challenges and trying to reach the end.&#10;&#10;Using a clever new exploration mechanic, each foray into the story will offer different challenges using a simple combination of two elements.  Select two of your own traits and roll off against the two story elements, and see if you can beat the dangerous situation.  If you roll well, you survive to continue on.  If you fail, you will take damage. But don't despair &ndash; you can spend Stamina to re-roll dice before you apply their effects! If you can make it through the story, you win! Your score is how many treasures you manage to collect along the way &ndash; see if you can beat your high score by playing again!&#10;&#10;&#10;A solo micro-game designed by C.C. Chamberlin, based on Dungeon Hero. Create a hero using eight defining characteristics, like Archer of the Realm or Chainmail or Stealthy.  Assign them dice ranging from d12 to d6. Note your Health and Stamina levels, and then start the adventure.&#10;&#10;"
338693,,
338695,https://cf.geekdo-images.com/NTb2WfQjTTMZp-ulAUNGFg__original/img/eZM6nauQ_bDNTxBza16PVASIcOQ=/0x0/filters:format(png)/pic6505851.png,"January, 1964: Welcome to the U.S. Military Assistance Command, Vietnam - Special Operations Group (SOG). By volunteering for this duty, we expect great things from you. The North Vietnamese Army and the Viet Cong are making a push towards Saigon. We&rsquo;ll call their combined forces the VC.&#10;&#10;Through covert ops, we need you to throw a wrench into the VC wheels and turn this war around for Democracy. We&rsquo;ll be focusing in Laos and Cambodia, strictly unofficially.&#10;&#10;As the One-Zero (Team Leader), your job is to outfit your crew, get in, get the job done, and get out. You&rsquo;ll be heavily outnumbered and outgunned, but we believe in you.&#10;&#10;Tour of Dice: Vietnam is a card-driven game for 1 player. Built from the ground up to be a great solo experience for the SOG player, Tour of Dice uses a solobot to control the Viet Cong.&#10;&#10;As the SOG player, you sign on for 12+ secret missions from dangerous Assassinations, Heart-pounding POW rescues, Hijacking trucks, Infiltrating bases, and much more.&#10;&#10;With limited resources, you can call on Chopper Support and Airstrikes in attempts to gain a hold on the battles. Your outnumbered team of special forces need to sneak through the jungle. Each unit of a team equals a single soldier working towards the cause. Heavy bunkers, hidden snipers, and torrential weather all stand in your way.&#10;&#10;Will your Tour be a success or a disaster? Tactics and Luck will decide.&#10;&#10;&mdash;description from the publisher&#10;&#10;"
338696,,
