bgg_id,image,description
373152,,
373156,,"(formerly known as Ancient Warfare)&#10;&#10;These rules cover classical warfare in the ancient world from the rise of Egypt to the fall of Rome.&#10;&#10;The essence of Ancient Conquest is command and the role of the general on the battlefield. Using simple mechanics, the player will find himself thrust into the role of battle manager on a very personal level, and in a very chaotic environment.&#10;&#10;Soldiers in the game are rated for their equipment, but also their experience level and specific skills. There are no abstract &quot;troop classes&quot;, although you will find that certain combinations of training and equipment necessarily encourage specific deployments on the battlefield.&#10;&#10;Ancient Conquest, on the other hand, was created from the very beginning with historical encounters in mind. Units were tested not against the theory of how they ought to have done against different troop types, but rather against the reality of their historical performance in actual battles.&#10;&#10;More than anything else, the atmosphere of the game is different from that of most other ancients rules. Many rules are rigid and chess-like in their portrayal of ancient warfare, so that the games are very cerebral in nature. Ancient Conquest is anything but that. Ancient battles were confused and &#10;violent. They were personal and visceral, not impersonal and abstract. Above all else, Ancient Conquest aims at reproducing that sense.&#10;&#10;Oracle cards introduce an additional element of unpredictability to the game, and provide players with an additional means of influencing play.&#10;&#10;The ground scale using the recommended base size is 1:1500, which means that one millimeter equals one and a half meters of actual ground. (One inch equals about 40 meters of real terrain.) This means that the frontage of a base is 90 meters (about 100 yards).&#10;&#10;In general, a stand represents infantry or cavalry deployed four to six ranks deep and as many files wide as will fit in a 90 meter frontage (about 100 files for infantry or 65 files for cavalry). Formations of greater depth than four to six ranks are represented by placing multiple bases one behind another.&#10;&#10;Strength of Stands&#10;Infantry: 500 infantry (4-6 ranks of about 100 files each).&#10;Cavalry: 330 cavalry (4-6 ranks of about 65 files each).&#10;Chariots: 100 small (2-3 man) or 50 large (4-5-man, and all scythed) chariots&#10;Elephants: 10 elephants (in one or two ranks)&#10;Engines: 20 bolt throwers or 10 stone throwers.&#10; For very large battles, double scale armies (1 stand per 1000 infantry or 650 cavalry) may be used, and for small actions half scale may be used (1 stand per 250 infantry or 160 cavalry) may be used.&#10;&#10;&mdash;description from the rulebook&#10;&#10;"
373167,,
373184,https://cf.geekdo-images.com/cCWWoGSq0AgF_sXtYDERAw__original/img/cIk-C8aPl_MhdZHCkizCs9nJgDc=/0x0/filters:format(png)/pic6208996.png,"In this quiz game, players represent their Hogwarts houses, answering trivia questions. The house with most points wins in the end.&#10;&#10;"
373185,,
373188,https://cf.geekdo-images.com/qB5R3obv-KC7do_e_dYgbw__original/img/6e33b4hIbLgetvOHO0LlrJvmdO4=/0x0/filters:format(png)/pic7137494.png,"Each player selects a color of ball in the Letter Selection Box. Each turn the box is rotated upside down then upright so all balls settle into holes. All players receive the 4 letters at the ends of the horizontal and vertical rows in which their colored ball is settled along with an extra shared vowel.&#10;&#10;Players progressively construct their own selection of 12 words with the heading &quot;word list.&quot;&#10;&#10;In regular play, longer words count more points and high score wins. In variations of game first to finish wins.&#10;&#10;"
373190,,
373227,https://cf.geekdo-images.com/lAdcZWlXulPVA7cMlXxrpg__original/img/Aw7ANO1CLeTS3DfWswrStP6Zayg=/0x0/filters:format(jpeg)/pic7139533.jpg,"The name 3KSES is a combination of words &quot;Three games&quot; and &quot;Tricks&quot; into one word TRIKSES. &#10;Three easy-to-learn games in one box. &#10;66 triangular play chips(tokens) in this game are made from wood and both side printed, from one side is a thematic colourful painting of one of famous world architectural jewels. From other side is printed an ornament. Each chip has on the sides 3 different symbols, made as shaped cutouts, it is a triangle, a square and a circle. 6 play chips from 66 are rare POWERCHIPS, they are described with cut-through marks. Game rules are based on using the pictures or using the cutouts. No gameboard is needed, only small piece of flat place is enough to play 3KSES. &#10;Two players compete against each other, 4 and 6 players then builds a team which is cooperating and competing other team.&#10;&#10;Game 1 | FIND A MATCH  - 66 play chips are placed on table in 11 groups, 6 pieces of chips i each group. Players are trying to find 2 pictures of the same building to get a MATCH, in the end of the game the winner with more pairs wins the game. IT is good memory fitness training.&#10;&#10;Game 2 | JOINTS - 66 play chips are distributed to players, each player gets same amount of chips and put in a stack in front of them in a column. The shaped cutout symbols on the chips are used here. First player put first play chip from his stack on a desk and other player can lay one of his chips to connect it only with the same symbol to one of the chips laying on the table, it makes a JOINT between two connected chip. For each JOINT made player plays one new chip, so if it makes 2 JOINTs - is playing 2 times in his turn, gives quicklier chips from his stack to the table. The trick is to get a combination of more chips near each other to build 2 or 3 JOINTs in one time. &#10;POWERCHIPS is special, of course, doesn't need to be played out when in top of stack, but can be put near for later use and play normal chip instead. POWERCHIP has the ability to turn chips to get a compatible shape for connection.   &#10;Player or team who first gets rid of all chips of their stack is a Winner. It is great logic fitness training.&#10;&#10;Game 3 | TAMITADY - 66 play chips are mixed and each player gets 1 POWERCHIP and any 6 pieces of normal chips. One player to players, each player gets same amount of chips and put in a stack in front of them. The shaped cutout symbols on the chips are used here. First player put first play chip from his stack on a desk and other player can lay one of his chips to connect it only with the same symbol to one of the chips laying on the table. For each connection made is played one new chip,so player which connect one chip to 2 other chips, is playing 2 times in his turn, gives quicklier chips from his stack to the table. The trick is to get a combination of more chips near each other to connect 2 or 3 in one time.  &#10;Player or team who first gets rid of all chips of their stack is a Winner. It is a great logic fitness training.&#10;&#10;-description from designer&#10;&#10;"
373237,,
373242,https://cf.geekdo-images.com/GRip8_PphHyz5_KcUnz5Ew__original/img/It7bszhlrjq9NJ2848Ai4ADYDzY=/0x0/filters:format(jpeg)/pic7259429.jpg,"Encounter various rewards and challenges as you gather ingredients and compete to brew your potion. A fun family game for 2-5 players.&#10;&#10;Roll a die to move around the board, spend tokens to make wishes, and collect mementos. Action cards can help or hinder you along the way. Once all mementos are collected, head to the center to brew your potion. The first player to complete their potion wins!&#10;&#10;&mdash;description from the publisher&#10;&#10;"
