bgg_id,image
9643,
9644,https://cf.geekdo-images.com/eSsHtV24Vvi9HfFdU9X0Mw__original/img/oESfxLkMpefjOZNs5GMAR_RkBIU=/0x0/filters:format(jpeg)/pic40402.jpg
9646,
9649,https://cf.geekdo-images.com/GUvMYwk9-Q_BANC3oXnZhQ__original/img/HiogvLX7Yyx7zdapvXcwo6zDhEo=/0x0/filters:format(jpeg)/pic44375.jpg
9650,
9651,https://cf.geekdo-images.com/HOQMeH2NaYV_HdlYOVAQSg__original/img/eqshBveSu3rT1mQSczWZEpCxTDU=/0x0/filters:format(jpeg)/pic51039.jpg
9655,
9656,https://cf.geekdo-images.com/D6zf9QVlMhU4yvuzbkd51w__original/img/i7LAihZA7yTolCmiJZfGYDeNop0=/0x0/filters:format(jpeg)/pic1953278.jpg
9657,
9658,https://cf.geekdo-images.com/yIDufUW_Wf_8lgDk_e0SKw__original/img/XTqjhzDAeaXcGQe7Ov-EG-1Xx1w=/0x0/filters:format(png)/pic7663176.png
9661,
9662,https://cf.geekdo-images.com/72yTueJxImdQQu0HXr_5-A__original/img/9_9DuTrbuviu5FHJBv2xKJ4n_FY=/0x0/filters:format(jpeg)/pic40238.jpg
9663,
9664,https://cf.geekdo-images.com/7AYNbOHiPVoSriGjljaX4Q__original/img/rRc_Ecg9NqIsb55VoSBvA-Wjsok=/0x0/filters:format(jpeg)/pic40240.jpg
9666,
9667,https://cf.geekdo-images.com/rtMQPfqrmASub03zwYGrGQ__original/img/MmKINNFwG1nmSPMtdXkQaw28guQ=/0x0/filters:format(jpeg)/pic946667.jpg
9668,
9670,https://cf.geekdo-images.com/JrsYkL9WU3cdyPua0JvV-Q__original/img/2_pxFP7m8n3ZAdV0GT8k5OqC8y8=/0x0/filters:format(jpeg)/pic40378.jpg
9671,
9672,https://cf.geekdo-images.com/0sKWRMeColDhG0unbeSWCA__original/img/-tykRjJ-QGSNFoZJEf6x8X6m0ws=/0x0/filters:format(jpeg)/pic40374.jpg
9673,
9674,https://cf.geekdo-images.com/_qEEUfI9DxtfVxYCerAvsQ__original/img/2s1PbJDhGgIHkdF_-_S3dmcTW_8=/0x0/filters:format(jpeg)/pic7633115.jpg
9675,
