bgg_id,image,description
38754,https://cf.geekdo-images.com/sa5xd8JkZovcAwxOOx0z-g__original/img/2njUR378l2o_WYwbcBeDKvt5Yl4=/0x0/filters:format(jpeg)/pic3088074.jpg,"(Translated from the box - in Norwegian)&#10;&#10;Fare p&aring; ferde... a preventive game from R&oslash;de Kors (Red Cross).&#10;&#10;The game that teaches.&#10;&#10;Fare p&aring; ferde is a fun and entertaining family game that should teach the players common sense regarding both bathing and walking in the mountains in a new and exiting way.&#10;&#10;The game takes place on a journey through the Nordic countries. The various routes will give unexpected experiences. In this way you learn what dangers nature may offer and how you should behave.&#10;&#10;Fare p&aring; ferde is a different game, both informative and preventive. The game gathers players in all ages for entertainment about a serious theme.&#10;&#10;Bon voyage&#10;&#10;"
38755,,
38756,https://cf.geekdo-images.com/PJBE4ZfHYQtZBXSwcztQtA__original/img/b34JPlcGioAHabBXklDkX74igtA=/0x0/filters:format(jpeg)/pic476136.jpg,"(Translated from the box - in Norwegian)&#10;&#10;Sheik &#10;- a game about the oil&#10;&#10;Come and join the oil adventure on the North Sea. A game about speculation in share and oil drilling.&#10;Contents include money, shares, oil rig contracts, chance cards, insurance policies and roulette. &#10;A game for everybody Ages 10 and up.&#10;&#10;"
38757,,
38759,https://cf.geekdo-images.com/P58ZUGgyg505_-bgLTm4nw__original/img/GFcsN50a7dVGMCnTkhksoqLe-Tw=/0x0/filters:format(jpeg)/pic445634.jpg,"Tygrysy w &#197;&#155;niegu (Tigers in the Snow) is about battles fought on foregrounds of Kharkov during winter 1942-1943.&#10;&#10;The game uses rules of the   B35 (Battles of World War II 1943-1945) system designed for dealing with medium battles of World War II. Counters represent battalions (Germans) or regiments (Russians), one hex represents 1500m, one turn represents 12 hours.&#10;&#10;"
38760,,
38761,https://cf.geekdo-images.com/9f92aBgMI9yJLAYOKiDpeQ__original/img/3ga95zOuLdXblsPWeSbvpucIlMs=/0x0/filters:format(jpeg)/pic379356.jpg,"Localized trivia game about Redmond, Oregon. Roll and move your way around Redmond answering questions about its rich heritage.&#10;&#10;"
38762,,
38763,https://cf.geekdo-images.com/l20HwJt0SmZmJ-mddx38vQ__original/img/9tyOcfvmlHDXUyJJB7JFR_INWwQ=/0x0/filters:format(jpeg)/pic910769.jpg,"[EN]&#10;11 de Setembre 1714 is a game based on the battle that took place in Barcelona, in September 11th 1714. One player (or team) controls the army of the Two Crowns (France and Spain), and the other (player or team) commands the Catalan army, which defends the city of Barcelona.&#10;&#10;The game is divided in different turns. Players alternate moving their units and attacking the enemy on each turn, having as an objective, the defeat of the opponent and the control of strategic areas.&#10;&#10;&#10;[CA]&#10;11 de Setembre 1714 &eacute;s un joc basat en la batalla que es produ&iacute; durant l'11 de setembre de 1714 a Barcelona. &#10;Un jugador (o equip) controla l'ex&egrave;rcit de les Dues Corones (Fran&ccedil;a i Espanya), i l'altre (jugador o equip) comanda l'ex&egrave;rcit catal&agrave; que defensava la Ciutat Comtal.&#10;&#10;La partida est&agrave; dividida en una s&egrave;rie de torns, en cadascun dels quals els jugadors s'alternen en el moviment de les seves unitats tot atacant l'enemic, amb l'objectiu de derrotar les forces del contrincant i controlar el m&agrave;xim d'espais estrat&egrave;gics.&#10;&#10;&#10;[ES]&#10;11 de Setembre 1714 es un juego basado en la batalla que se desarroll&oacute; durante el 11 de setiembre de 1714 en Barcelona.&#10;Un jugador (o equipo) controla al ej&eacute;rcito de las Dos Coronas (Francia y Espa&ntilde;a), y el otro (jugador o equipo) comanda el ej&eacute;rcito catal&aacute;n que defend&iacute;a la Ciudad Condal.&#10;&#10;La partida est&aacute; dividida en una serie de turnos, en cada uno de los cu&aacute;les los jugadores se alternan moviendo sus unidades y atacando al enemigo, con el objetivo de derrotar las fuerzas del contrincante y controlar el m&aacute;ximo n&uacute;mero de espacios estrat&eacute;gicos.&#10;&#10;"
38764,,
38765,https://cf.geekdo-images.com/b8mrYfdRmAFLAmytvRZpSQ__original/img/KUzRrfQby7qoxq9vq5OamPiCtJw=/0x0/filters:format(jpeg)/pic1560952.jpg,"The day has come. The paperwork is complete, the registration filed, and the business cards purchased &ndash; you're open for business! So now what? Where do you spend your time? Where do you spend your money? Which tasks are most important? What should take priority? Should you hire new employees? Or maybe invest in a marketing campaign? These are just some of the decisions facing you as a fresh entrepreneur who dreams of running a successful business. You must excel at balancing your time, money and staff because all are scarce and all are required to thrive.&#10;&#10;So barter with your fellow colleagues, manage your staff, collect information, expand your office, or schedule your next product shipment. It's up to you &ndash; after all, it's your business. Of course, no matter which route you decide to take to reach that corner office at the top of the tallest skyscraper, you must start with everyone else...&#10;&#10;...on the Ground Floor!&#10;&#10;Over the course of the game, you will:&#10;&#10;&#10;    Convert your employees' time into info, money, and results.&#10;    Adapt to changing economic conditions and brace for what's ahead. &#10;    Produce, promote, and sell your goods in the marketplace.&#10;    Build your company brand through marketing campaigns.&#10;    Challenge other players' enterprises for success and prestige.&#10;    Grow your business and build your high-rise!&#10;&#10;&#10;"
38766,,
38767,https://cf.geekdo-images.com/gYfZZyUG1Y7sBa2zleGyQg__original/img/iZ1d31_h8_543-AxYJhHhQw78v8=/0x0/filters:format(jpeg)/pic430757.jpg,El Presidente is a game of forming a Military Junta to run a fictional country. Players use their military power to vote for their preferred El Presidente who then allocates all the other offices in the Junta to the other players. El Presidente then allocates the yearly budget to all the players which they use to purchase armies by auction. However if El Presidente does not keep everybody happy there is likely to be a Coup de Etat.&#10;&#10;Required for this game:&#10;Event Deck&#10;Money Deck&#10;Army Deck&#10;Office Cards (reminder rules only)&#10;6 different hats for the government offices&#10;&#10;
38768,,
38769,https://cf.geekdo-images.com/T14RzjQGOllQ6ej8QDptXw__original/img/pcpDTkEdeZi9nBv5F5DxjpsTGlk=/0x0/filters:format(jpeg)/pic463402.jpg,"DICE Quick Play Baseball is a streamlined version of DICE Baseball (also by Gen1400 Gaming), which allows you to play entire games with the roll of two 10-sided dice.  Each game only takes minutes and allows you to play an entire season in a matter of hours.&#10;&#10;"
38770,,
38771,https://cf.geekdo-images.com/37v3cC9aApVskGZjK7N_Aw__original/img/LgzqJqZSd3GCM8W7hRB2-sK-MoA=/0x0/filters:format(jpeg)/pic380003.jpg,"From the front of the box; &quot;See who can reach the picnic first in this exciting race game.  A fun way to learn the days of the week and concepts such as week, tomorrow and yesterday.&quot;&#10;&#10;As you move around the board, you pick up cards with comments such as 'two days ago' and 'Next Saturday'.  These move you on to new spaces, when you collect the jigsaw piece for whichever day you have ended up on.  Once you have completed the jigsaw, you may start on your way to the picnic.&#10;&#10;"
38772,,
38775,https://cf.geekdo-images.com/jeSEWz6iwynSse0tkJb-WQ__original/img/VRUKQOO3Qn362W6l4jUu7xHjJmQ=/0x0/filters:format(jpeg)/pic427458.jpg,"Equipment:&#10;board&#10;2 dice&#10;6 players' tokens&#10;40 markers&#10;3 gold ingots&#10;15 fortune cards&#10;Title deeds: 3 banks, 4 large corporations, 5 manufacturers, 6 retailers, 7 properties&#10;6 insurance policies&#10;5 paintings&#10;20 stock certificates&#10;Big Bucks Bank paper money&#10;&#10;The bottom line: Make your money grow with conservative, moderate risk, and speculative investments.  The winner?  The player who succeeds in buying out all the other players.&#10;&#10;Short Version:  Players must settle their debts immediately.  Loans from the Big Bucks Bank or between players not permitted.&#10;Long Version: Players may borrow money from the Big Bucks Bank or from other players.&#10;&#10;Seems to be a Canadian-centric game; all title deeds are for Canadian cities.&#10;&#10;"
38776,,
38778,https://cf.geekdo-images.com/DZK0E0jtrcZZBwYszdzCtg__original/img/H64Tvqb6MAcskttisw9JRZwuaZQ=/0x0/filters:format(jpeg)/pic378777.jpg,"A board game with nobles rising to power in the Provinces and the Royal courts of 16th-18th century Europe. There is a hierarchy of nobles and players compete to get the best nobles in each area to gain control of countries.&#10;&#10;Players collect sets of cards - like Gold, Troops, Dueling Skills, Titles, Castles, Bishop - to raise nobles in four European countries: England, France, Spain and the German States.&#10;&#10;There are different paths to victory: getting the first noble in as many provinces as possible, dominating a country, having a noble in every province and capital of a country, getting the full set of 7 different nobles first and having the most of each rank of noble at the end of the game.&#10;&#10;Treachery cards are played to remove opponent's nobles and replace them with your own line of nobles: methods include- the guillotine, Spanish Inquisition, the axeman, the gallows and assassinations.&#10;&#10;"
38779,,
38781,https://cf.geekdo-images.com/CS6MZPGlZHgkc5A2YG4efg__original/img/eB9ey0kSvS9oSk3N1adGOuIwhIA=/0x0/filters:format(jpeg)/pic414157.jpg,"Macho Women with Guns is a humorous tactical miniatures game with some RPG elements tacked on for good measure. Players take on the roles of heavily armed women battling everything from Drunken Frat Boys to Bthulhu and more. One player controls the monsters and NPCs while the rest play the women. Characters are created with a point based system governing the stats of Strength, Dexterity, Macho, Looks, and Health. (There is no Intelligence score), as well as various skills like &quot;Run in High Heels&quot; and &quot;Hit Things With Things&quot;...&#10;Combat and skill use is based on a 3d6 roll system combined with double-sided cut-out paper miniatures (cardboard bimbos), and hex boards supplied with the game. Gameplay is quick, easy to learn, and often very absurd.&#10;&#10;The game has gone through 3 editions and several expansions.&#10;&#10;Expanded by:&#10;&#10;    Renegade Nuns on Wheels (stand-alone game)&#10;    Batwinged Bimbos from Hell (stand-alone game)&#10;    Macho Women with Guns: The Final Chapter (Part One)&#10;    More Excuses to Kill Things&#10;&#10;&#10;"
38783,,
