bgg_id,image,description
180743,https://cf.geekdo-images.com/maP6dR2ZPK8wwJFWGUmY4g__original/img/kTy8IluoVYhtao5PzN7LISqkAik=/0x0/filters:format(jpeg)/pic2592654.jpg,"Game about memories of graduates of II LO in Opole. Players try to collect specific kinds of memories (from different locations). To collect memories players activate places of school. Some of them can give memories, others allow to change different ones. After that they can create complete reminiscence - card with VP.&#10;&#10;---&#10;&#10;Gra o przywo&#197;&#130;ywaniu wspomnie&#197;&#132; absolwent&oacute;w II LO w Opolu. Gracze pr&oacute;buj&#196;&#133; zebra&#196;&#135; okruchy pami&#196;&#153;ci (z r&oacute;&#197;&#188;nych miejsc). Odwiedzaj&#196;&#133;c r&oacute;&#197;&#188;ne miejsca gracze zdobywaj&#196;&#133; okruchy pami&#196;&#153;ci albo mog&#196;&#133; je wymieni&#196;&#135;. Nast&#196;&#153;pnie mog&#196;&#133; je po&#197;&#130;&#196;&#133;czy&#196;&#135; w ca&#197;&#130;o&#197;&#155;&#196;&#135; - zdoby&#196;&#135; karty warte punkty zwyci&#196;&#153;stwa.&#10;&#10;"
180746,,
180747,https://cf.geekdo-images.com/qTblsSD8_8vcIg9YZD0n9w__original/img/6VyNcCFrEwFTq1XyM8yL5DkscJU=/0x0/filters:format(jpeg)/pic2593349.jpg,"Finance Game is a board game in which players face the challenge of developing and managing an international corporation.&#10;As CEO you must issue debt to finance your corporation, contract executives, purchase companies worldwide to create positive synergies in your corporation, invest financial surpluses in the market and monitor your cash-flow to deal contingencies.&#10;&#10;There are different areas in which you can invest: Primary sector, leisure industry, finance sector, applied sciences sector etc ..&#10;Finance Game is a very complex game that tries to simulate the strategic management of a large corporation.&#10;&#10;"
180748,,
180749,https://cf.geekdo-images.com/jj0LP9mzCSRyFmH6QU9pJg__original/img/Cta0yVco46ty0ixEyysFz99KC24=/0x0/filters:format(jpeg)/pic3225042.jpg,"9 Dice, 54 images. When kids combine Story Telling Dice with their imaginations they get to make up all kinds of Scooby-Doo stories. Players roll the dice and, one at a time, take one and use it to create a Scooby-Doo adventure.&#10;&#10;"
180758,,
180761,https://cf.geekdo-images.com/OHMZdtc4L-5h4yggKQU9nQ__original/img/321t1NjtJiz6fu3r6KFhDXsSJwI=/0x0/filters:format(jpeg)/pic2838571.jpg,"In a place outside the waking world where children go while they sleep, &#10;Wander the dreamkin&mdash;lost sleepers, whose souls this land seeks to keep. &#10;Underneath the gentle waves of lucid seas we fell. &#10;We&rsquo;re off to find our missing friends in the vast Dreamwell.&#10;&#10;Dreamwell is a 2-4 player competitive game featuring the art of Tara McPherson where players are trying to locate their lost friends in the Dreamwell. The Dreamwell is represented by a 4 x 4 grid of tiles. Each tile shows a environment and a creature, in addition to pathways to neighboring tiles. At the beginning of the game, players will be dealt two cards, each of which shows a picture of the friend whom he or she is trying to locate along with the two creatures and environment that will be required to find that particular friend.&#10;&#10;On your turn, you will be able to take three actions from the following list: move one of your pawns, rotate a tile, draw a card, replace the display, or locate one of your missing friends by playing a card. Only by carefully navigating the maze-like Dreamwell can you locate your friends and win the game.&#10;&#10;"
180763,,
180770,https://cf.geekdo-images.com/z0ok4sg6UHyqtk2s65yiLA__original/img/Fz-ZyZyiU-S3B4WdEJ2rCF0hkjo=/0x0/filters:format(jpeg)/pic2655663.jpg,"Make-a-Word Card Game is &quot;a fun game of building words!&quot;.&#10;&#10;Description from the box: &quot;A fast-paced game of word building fun.  Words change quickly as players play a beginning sound card or a word family card.  The first person to play all his cards wins.&quot;&#10;&#10;In the game, each player is dealt a hand of five cards showing either a single letter as the start of a word or a two-letter combination as the end of a word.  The remaining cards are placed in a draw pile.  The first card of the draw pile is turned over, and the first player must then place a word start card before it if it is a word ending or an ending word if it is a starting card.  If the player cannot make a word, he or she must draw a card, and must then either play it if possible or end his/her turn.  Play then proceeds around the table, with each player trying to play either a starting or ending card on top of a card already showing in order to make a new word.  The first player to empty his or her hand wins.&#10;&#10;"
180771,,
180773,https://cf.geekdo-images.com/7KENXsSVr0Q6QmAoprnw-g__original/img/VSfk_4Mq3x-pmFdBmCQvKJawgtM=/0x0/filters:format(jpeg)/pic2596286.jpg,"Money Madness! is a game designed to teach children the value of US coins and currency as well as arithmetic.&#10;&#10;From the publisher:&#10;&#10;&quot;Have fun moving around the board buying, selling and learning the value of money.  Scan your purchase through the scanner to find how much each item costs.&quot;&#10;&#10;There are two ways to play the game.  Level 1 is called Shopping Cart Match.  In this game, each player has a card with a shopping card marked with circles corresponding to various coins.  Each player in turn draws a card, passes it through the &quot;secret scanner&quot; to determine the value and then takes that amount in play money from the &quot;cash register.&quot;  The coins taken are placed on the circles on the card if they can fit.  The first player to fill all his circles wins.  Players figure out which combination of coins to take in order to fill the most circles on their card.&#10;&#10;Level 2 is called Secret Shopper.  In this version of the game, players start with a set amount of money.  They then roll a die and move a pawn along a track.  Each space will instruct them to buy one or more items, buy for a friend, return a previously bought item and collect money, or lose a turn.  If an item must be bought, the player draws a card, passes it through the &quot;secret scanner&quot; and then pays the indicated amount back into the cash register.  Coupon spaces reduce the price of items.  Once one player reaches the end the track, the game ends and the player with the most money remaining wins.  Unlike Shopping Cart Match, there is no strategy to this version of the game, although players must be able to make change.&#10;&#10;"
180774,,
180775,https://cf.geekdo-images.com/Gpc8iaQh7flDP28dhnfTKQ__original/img/6BQCxz7HMD4Zy4dVGUEwSAHC1Hc=/0x0/filters:format(jpeg)/pic2596336.jpg,"The Zlatan Board Game! appears inside the back cover of the book Zlatan by Illugi J&ouml;kulsson. It follows the life and career of Swedish soccer star Zlatan Ibrahimovic. It is a simple roll-and-move game where players roll a die to progress along a track. Spaces along the way refer to setbacks and successes in Zlatan's life and career, corresponding to moving forward or back on the track or gaining or losing turns.  Some spaces also require player to complete actions such as counting to 60 or speaking in a French accent. The first player to reach the end of the track wins, although the rules specify that players decide whether an exact roll is necessary.&#10;&#10;"
180776,,
180777,https://cf.geekdo-images.com/ZUMGXxTCEQWZKg-XWYYBRg__original/img/MAbu4uVvMxUZ3r3jOMBtdr0kCT0=/0x0/filters:format(jpeg)/pic2641987.jpg,"The National Rugby League (NRL) Micro-Figures Game is a children's game produced by the NRL and sold through Coles supermarkets.&#10;&#10;To date, two series of Micro-Figures have been released as well as a stadium, playing field and a number of sideline accessories. The Micro Figures themselves are sold separately in 'blind' booster packs. Each Micro Figure is 4.5cm tall and is fully articulated &amp; uniquely designed to replicate well known NRL players.&#10;&#10;50 separate Micro Figures were released with Season One, 42 new individual Micro Figures were released with Season Two.&#10;&#10;From the box:&#10;&#10;Now you can coach your own footy team at home with the official NRL Micro Figure Game.&#10;&#10;Select your Micro Figure player then roll the die to run, tackle and score tries! Use your smartphone* as a digital scoreboard and countdown timer.&#10;&#10;Do you have what it takes to coach your team all the way to the grand final?&#10;&#10;&#10;     Smartphone not included&#10;&#10;&#10;"
180779,,
180783,https://cf.geekdo-images.com/NTRAAB5B0ioFghPzku-aIA__original/img/SxEDZlDQYJpkTtblIk_1tVKfVss=/0x0/filters:format(jpeg)/pic3521452.jpg,"Find out what parents and kids around the country are raving about! In this interactive board game, children help Q race to the top of his tree house while answering questions and performing fun actions. Practice social skills and better behavior with questions designed to promote feeling identification and communication, manners, creative thinking, balance and coordination.&#10;&#10;&#10;     YOU cards asks kids questions about themselves and start great conversations.&#10;&#10;&#10;&#10;     Q Cards allow kids to advise the monkey on what he should do in various social scenarios, thereby letting them practice good manners, coping skills, and adopting a positive attitude.&#10;&#10;&#10;&#10;     DO cards consist of fun (and sometimes silly!) physical challenges to improve balance and coordination, laying the foundation for emotional and mental self-control.&#10;&#10;&#10;The player rolls the dice and chooses a card in order to advance up the board First. one who makes it to the top the fastest, wins.&#10;&#10;"
180785,,
180787,https://cf.geekdo-images.com/GEX7aiD0vX-acSFCEPgqXg__original/img/Ic6kV-dyGzEN2w4m4htn0NI6LTU=/0x0/filters:format(jpeg)/pic6632388.jpg,"This game of French origin derives its name from the French names of the wind directions West-North-East (Ouest-Nord-Est) and is played on a circular board showing four arms, like the vanes of a windmill. Each such arm consists of three paths of seven cases, leading up to a eighth case (one per path) which is located on a mounted, turnable disc in the middle of the board.&#10;&#10;Each player sits at the end of one arm and places one her own three playing pieces (marbles) on the first case of each path. A neutral playing piece is put on the eighth case of each middle path (so four in total, one per arm). The goal of the game is to move the own pieces to the opposite cases, one in each arm. (The color coding on the board makes clear which path to use in which arm.)&#10;&#10;Note however, that the other players' pieces can be passed but that neutral pieces form an obstacle to all players.&#10;&#10;On each turn a standard six sided die is rolled on each turn. The player can then either move one own piece over the according number of spaces or make one of the following alternative moves instead:&#10;&#10;&#10;     When a even number was rolled, the disc in the middle of the board may be turned 180&deg; (thus relocating all pieces - neutral and owned by the players - on it).&#10;     When an odd number was rolled, the disc in the middle of the board may be turned 90&deg; - clockwise or counterclockwise.&#10;     When a 6 was rolled, the player may take one of the neutral pieces in play and move it to any free space on the board.&#10;&#10;&#10;When making a normal move and landing exactly on an other playing piece (neutral or belonging to an other player), the active player may also move that piece any free space on the board.&#10;&#10;In a two player game, each player plays with two colors. In a four player game, the two players sitting opposite to each other can play as teams.&#10;&#10;"
180788,,
180795,https://cf.geekdo-images.com/XPLxuqvLmIc3W0s8l2jpKw__original/img/0EdUkkKGa5nllIf6TmdLtj1TZ6A=/0x0/filters:format(jpeg)/pic2593165.jpg,"Epica is a collaborative thematic and adventure game for 2,3 or 4 players, with many elements of book game, role, classic graphic adventure and board game. Live a history, influences its evolution ,takes the role of one character , develop their combat capabilities, fight collaboratively effect without leader effect, hunting, traveling through various scenarios, talk to its PNJs, do side quests , loot , and found objects find out what they are ...and in the meantime try not to die trying it !&#10;&#10;The game use a tablet as master of the game. Every player has a playermat to track life, experience points and character status and to hold her money, food, combat deck, potions  and other items.&#10;Your hero pawn travels from map to map (there are a map booklet). The Tablet helps you when something of the map interacts with the adventure (combats, talking to NPCs, use objects as in a graphical adventure)...&#10;&#10;You can save the game in the tablet every 60 minutes aprox.&#10;You win the game if all heroes end the adventure alive. If a hero dies, all will do.&#10;&#10;"
180797,,
