bgg_id,image,description
8099,https://cf.geekdo-images.com/6luCac7lvux9aSHETBLGIw__original/img/ZyXMw7CaPr7ekeB-ULkq7FpR8iM=/0x0/filters:format(jpeg)/pic614958.jpg,"Players form two teams. One team devises a phrase or title for the other team to guess. The phrase is spelled out with the letters face down on the gameboard.&#10;&#10;Guessing one letter at a time, the team has to guess the secret phrase. The players gain more points for guessing the phrase by taking fewer turns.&#10;&#10;The game ends after five rounds. The team with more points wins.&#10;&#10;"
8100,,
8101,https://cf.geekdo-images.com/PD73USq23U4XoyidiB5MVw__original/img/MN4MQ2PLRdPrHzBX3TBZGBDggmk=/0x0/filters:format(jpeg)/pic272539.jpg,"A game of modern tank battles based on the book Team Yankee by Harold Coyle.  Rules use a programmed-learning approach through eight scenarios and also include instructions on creating your own scenarios.&#10;&#10;From the Game Box:&#10;&#10;&quot;Here is hands-on experience leading a modern tank company into battle.  Team Yankee presents the expertise that the modern tank company commander needs in easy-to-follow game rules format.  Two players each form their own strategies as they fight out potential, very real situations on the battlefield of World War III.  Soviet units have numbers and firepower; U.S. units have speed and technology.  To each side's advantages and disadvantages the players add strategy and leadership.&#10;&#10;Rules cover the essentials of movement and combat between modern combat units.  On this foundation are built special rules covering artillery, morale, chemical warfare, air support, and the other special aspects of modern warfare.&#10;&#10;The game maps cover the same ground shown in the novel.  Eight game scenarios walk you through the rules, unveiling the effects of all the rules, and showing you in detail how to play the game.  In the course of playing the scenarios, you will be able to recreate the situations in the book (and perhaps alter their course).&#10;&#10;The rules chapter on variants lets players change the scenarios to add new rules and replay scenarios to see what effects they will have on the situation.  The rules chapter on new scenarios lets players build their own forces and fight out totally new battles.&quot;&#10;&#10;"
8102,,
8103,https://cf.geekdo-images.com/02PKWniZSo1_svlBiVB6VA__original/img/PzZ5_juGpQ5sg_IBxc1B9Jxw0Ic=/0x0/filters:format(jpeg)/pic1720480.jpg,"Confront the world of .hack. It will test you, captivate you, and engulf you... but don't let it destroy you. The first set in this revolutionary new Trading Card Game is here. Fast, exciting, tactical, beautiful. .hack is all this and more.&#10;&#10;Conceived as a massive multimedia project, the .hack phenomenon includes an anime series, best-selling PlayStation&reg;2 computer entertainment system video game, manga series, and this new trading card game. In recreating the .hack universe for the tabletop gaming community, Decipher introduces an exciting and fast-paced game system, combined with an innovative organized play environment that immerses players in a massive online roleplaying game called The World. Players will try to beat their opponents from the unique perspective of the monsters, attacking their opponent&rsquo;s characters; only in .hack//ENEMY will players experience the world of .hack from this point of view. Just as in an online roleplaying game, players will collect experience points to &ldquo;level up&rdquo; their abilities and gameplay through the game&rsquo;s unique tournament system.&#10;&#10;"
8104,,
8106,https://cf.geekdo-images.com/DDiOP5WO93E2LBTEFArvpQ__original/img/_NsHnsOpnb0fZiYQ6f9INPphGdg=/0x0/filters:format(jpeg)/pic279583.jpg,"The One Fish Two Fish Red Fish Go Fish! Card Game is similar to Go Fish, but set in the world of Dr. Seuss' famous book. It uses 42 cards instead of the standard 52. The deck consists of four suits of ten cards numbered 1-10 (suits are red fish, blue fish, yellow fish, and white fish) and two wild cards.&#10;&#10;Players are dealt five cards each and take turns asking the other players for specific numbers or colors. If the asked player has the desired color/number, they must give all of the them up to the asking player. If the asking player doesn't receive any matching colors/numbers, then they must draw from the deck &quot;pond&quot;.&#10;&#10;The player with the most matching numbers wins.&#10;&#10;"
8107,,
8108,https://cf.geekdo-images.com/DMBKeIugNwCIquHaSWoscw__original/img/hOHtZOenVwYyuaAN3eVsNY3SAL4=/0x0/filters:format(jpeg)/pic114806.jpg,"Cards are dealt out face-down in a 7x7 grid, representing the clover field. Hidden amongst the Clover cards are Who Cards, a special Who named Jo-jo, Jungle Animal Cards, and Beezle-Nut Oil Cards. Players flip cards starting at the outside edge and proceeding orthogonally until they collect a Who, or run into an Animal stopper. Cards are then re-flipped face down. Once a player finds three Who cards, he or she must then find the Jo-jo card to win the game. The game is designed for ages 4 and up.&#10;&#10;"
8109,,
8110,https://cf.geekdo-images.com/UGhiEo_Nh-URo2gC0yRWZg__original/img/6ssSRMbA3mt0s5hhVz6YRPCSPIk=/0x0/filters:format(jpeg)/pic110632.jpg,"&quot;The Battle of Raphia, 217 B.C. A complete historical simulation of an epic battle of the ancient world. A Series 120 Game, playable in under two hours by two beginning players, ages twelve to adult.&quot;&#10;&#10;Republished in French in Casus Belli #59.&#10;&#10;"
8114,,
