bgg_id,image,description
278577,,
278578,https://cf.geekdo-images.com/fePAxS5LYyH5CtogK7CR2Q__original/img/cwToC_YOHs1f1GjUcz553VZg5Mg=/0x0/filters:format(png)/pic4720713.png,"The people of Earth were shocked to find out climate change was not a hoax. If one disaster hit them they may have been prepared, but what happens when all the disasters hit at the same time?&#10;&#10;This Game Is A Disaster is a very uncooperative card game where each of the 2-6 players take an equal part of the deck with each card representing one of their disaster survivors. The players take turns playing cards that recreate familiar scenes from disaster movies - giant tsunamis, impromptu volcanoes, and sometimes sharks! The goal is destroy all opponents' cards and to be the last player with cards left.&#10;&#10;A central part of &quot;Disaster&quot; is the shared discard pile, known as the Destroyed Pile. Players lose cards to this central pile but can play cards to retrieve as well, representing the reunions and other bright spots that appear in disaster movies.&#10;&#10;This Game Is A Disaster is a fast and fun game that is as ridiculous as it is severe.&#10;&#10;&mdash;description from the designer&#10;&#10;"
278581,,
278592,https://cf.geekdo-images.com/di_RQSISEeHe00yBRVRJOg__original/img/gNZq7AateVdBEHTVG8SXa2fiJkk=/0x0/filters:format(jpeg)/pic4715479.jpg,"It is storming!&#10;Unexpected technical problems, sandbanks and the rough sea capsize the large cargo ship. The goods are discarded into the ocean and are floating onto the beach.&#10;Curious beach combers gather on the beach.&#10;Which beach comber collects the biggest loot?&#10;&#10;Gameplay:&#10;The players are rolling two special dices included in the game. The first one decides in which directions the loot is drifting: first horizontally then vertically. A small triangle marks the horizontal direction. &#10;The second dice decides how many steps a beach comber can move. Until loot landed on one of the sandbanks, the comber can only move horizontally. As soon as loot has stranded somewhere all combers can move directly into the direction of the loot and collect it by just moving onto the sandbank. If there are moves left, the loot can be picked up and the comber is able to move the rest of the moves back to the beach to save the goods.&#10;A beach comber collects all goods on the sandbank which she/he landed on.&#10;&#10;&mdash;user summary&#10;&#10;"
278593,,
278600,https://cf.geekdo-images.com/GF6BDVClEgyd941aiJai9Q__original/img/k0fVPqq1GajsralR1uQR7Rku3y8=/0x0/filters:format(jpeg)/pic4707606.jpg,"In the flip-and-write game Fruitale, a.k.a. &#227;&#129;&#143;&#227;&#129;&#160;&#227;&#130;&#130;&#227;&#129;&#174;&#227;&#129;&#140;&#227;&#129;&#159;&#227;&#130;&#138;, the players, as fruit farm owners, grow tasty fruits and deliver them to market along with jam and honey to establish their farms.&#10;&#10;First, two cards are flipped in the cultivation phase. Players can choose to either take the fruits shown, or take honey instead. This process continues until the full 12 weeks have been played.&#10;&#10;In the harvest phase, players deliver their honey, sell their surplus fruits, and find out which fruits grew well enough to sell.&#10;&#10;Finally, in the sales calculation phase, players add their scores. Whoever has sold the highest value of produce wins.&#10;&#10;&mdash;user summary&#10;&#10;"
278601,https://cf.geekdo-images.com/4ZcdKYLmtwL7EACq1-9ZWw__original/img/RjdgDhtk1LPEog59M5z84HwICNA=/0x0/filters:format(jpeg)/pic4706811.jpg,"Sea Cube is a treasure hunt game in which you seek and describe where treasures (six colored dice) lie in a box that looks like the sea. One player looks into the box through one of four periscopes and describes the locations of treasures to other players, either their team or the entire group if playing a full co-op. Teammates then mark the location and type of treasure on a map. The team with the most points wins.&#10;&#10;"
278604,,
278610,https://cf.geekdo-images.com/n-X0Am5nkr1LiZd9qV9U8Q__original/img/OEJU_QeeeFZx4F00kLABTKiJuvU=/0x0/filters:format(jpeg)/pic4706575.jpg,"Bonsai is a horticultural tradition that combines human hands and trees to shrinks and reproduces natural scenes in pots. Many well-maintained bonsai trees are more than 100 years old and have a legacy that far exceeds human life.&#10;&#10;Bonsai Uchu is a two-player game in which players create their own bonsai by carefully combining branches and leaves tiles. The game is a two-round system, exchanging bonsais made by each other when switching rounds. The bonsai family's branches are tested to find out what form to make the bonsai that has been handed over from the predecessor. Use cultivation and pruning to create an infinite bonsai universe in a bowl.&#10;&#10;&mdash;description from the publisher (translated)&#10;&#10;&#227;&#129;&#169;&#227;&#130;&#147;&#227;&#129;&#170;&#231;&#155;&#134;&#230;&#160;&#189;&#227;&#129;&#171;&#228;&#187;&#149;&#231;&#171;&#139;&#227;&#129;&#166;&#227;&#130;&#139;&#227;&#129;&#139;&#10;&#10;&#231;&#155;&#134;&#230;&#160;&#189;&#227;&#129;&#168;&#227;&#129;&#175;&#230;&#168;&#185;&#230;&#156;&#168;&#227;&#129;&#171;&#228;&#186;&#186;&#227;&#129;&#174;&#230;&#137;&#139;&#227;&#130;&#146;&#229;&#138;&#160;&#227;&#129;&#136;&#227;&#128;&#129;&#233;&#137;&#162;&#227;&#129;&#174;&#228;&#184;&#173;&#227;&#129;&#171;&#232;&#135;&#170;&#231;&#132;&#182;&#227;&#129;&#174;&#230;&#131;&#133;&#230;&#153;&#175;&#227;&#130;&#146;&#231;&#184;&#174;&#229;&#176;&#143;&#227;&#129;&#151;&#227;&#129;&#166;&#229;&#134;&#141;&#231;&#143;&#190;&#227;&#129;&#153;&#227;&#130;&#139;&#229;&#156;&#146;&#232;&#138;&#184;&#230;&#150;&#135;&#229;&#140;&#150;&#227;&#129;&#174;&#227;&#129;&#147;&#227;&#129;&#168;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#230;&#137;&#139;&#229;&#133;&#165;&#227;&#130;&#140;&#227;&#129;&#174;&#232;&#161;&#140;&#227;&#129;&#141;&#229;&#177;&#138;&#227;&#129;&#132;&#227;&#129;&#159;&#231;&#155;&#134;&#230;&#160;&#189;&#227;&#129;&#175;&#227;&#128;&#129;100&#229;&#185;&#180;&#228;&#187;&#165;&#228;&#184;&#138;&#227;&#129;&#174;&#230;&#168;&#185;&#233;&#189;&#162;&#227;&#130;&#146;&#230;&#140;&#129;&#227;&#129;&#164;&#227;&#130;&#130;&#227;&#129;&#174;&#227;&#130;&#130;&#229;&#164;&#154;&#227;&#129;&#143;&#227;&#128;&#129;&#10;&#228;&#186;&#186;&#233;&#150;&#147;&#227;&#129;&#174;&#229;&#175;&#191;&#229;&#145;&#189;&#227;&#130;&#146;&#233;&#129;&#165;&#227;&#129;&#139;&#227;&#129;&#171;&#232;&#182;&#133;&#227;&#129;&#136;&#227;&#130;&#139;&#230;&#130;&#160;&#228;&#185;&#133;&#227;&#129;&#149;&#227;&#129;&#140;&#227;&#129;&#130;&#227;&#130;&#138;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#10;&#227;&#128;&#140;&#231;&#155;&#134;&#230;&#160;&#189;&#229;&#174;&#135;&#229;&#174;&#153;&#227;&#128;&#141;&#227;&#129;&#175;&#230;&#158;&#157;&#227;&#129;&#168;&#232;&#145;&#137;&#227;&#129;&#174;&#227;&#130;&#191;&#227;&#130;&#164;&#227;&#131;&#171;&#227;&#130;&#146;&#228;&#184;&#138;&#230;&#137;&#139;&#227;&#129;&#171;&#231;&#181;&#132;&#227;&#129;&#191;&#229;&#144;&#136;&#227;&#130;&#143;&#227;&#129;&#155;&#227;&#129;&#166;&#227;&#128;&#129;&#232;&#135;&#170;&#229;&#136;&#134;&#227;&#129;&#160;&#227;&#129;&#145;&#227;&#129;&#174;&#231;&#155;&#134;&#230;&#160;&#189;&#227;&#130;&#146;&#228;&#189;&#156;&#227;&#130;&#138;&#228;&#184;&#138;&#227;&#129;&#146;&#227;&#130;&#139;2&#228;&#186;&#186;&#231;&#148;&#168;&#227;&#129;&#174;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#129;&#175;2&#227;&#131;&#169;&#227;&#130;&#166;&#227;&#131;&#179;&#227;&#131;&#137;&#229;&#136;&#182;&#227;&#129;&#167;&#227;&#128;&#129;&#227;&#131;&#169;&#227;&#130;&#166;&#227;&#131;&#179;&#227;&#131;&#137;&#227;&#129;&#174;&#229;&#136;&#135;&#227;&#130;&#138;&#230;&#155;&#191;&#227;&#129;&#136;&#230;&#153;&#130;&#227;&#129;&#171;&#227;&#129;&#138;&#228;&#186;&#146;&#227;&#129;&#132;&#227;&#129;&#140;&#228;&#189;&#156;&#227;&#129;&#163;&#227;&#129;&#159;&#231;&#155;&#134;&#230;&#160;&#189;&#227;&#130;&#146;&#228;&#186;&#164;&#230;&#143;&#155;&#227;&#129;&#151;&#227;&#129;&#130;&#227;&#129;&#132;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#229;&#133;&#136;&#228;&#186;&#186;&#227;&#129;&#139;&#227;&#130;&#137;&#232;&#173;&#178;&#227;&#130;&#138;&#229;&#143;&#151;&#227;&#129;&#145;&#227;&#129;&#159;&#231;&#155;&#134;&#230;&#160;&#189;&#227;&#130;&#146;&#227;&#129;&#169;&#227;&#129;&#174;&#227;&#130;&#136;&#227;&#129;&#134;&#227;&#129;&#170;&#229;&#189;&#162;&#227;&#129;&#171;&#228;&#187;&#149;&#231;&#171;&#139;&#227;&#129;&#166;&#227;&#130;&#139;&#227;&#129;&#174;&#227;&#129;&#139;&#231;&#155;&#134;&#230;&#160;&#189;&#229;&#174;&#182;&#227;&#129;&#168;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#129;&#174;&#232;&#133;&#149;&#227;&#129;&#140;&#232;&#169;&#166;&#227;&#129;&#149;&#227;&#130;&#140;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#232;&#130;&#178;&#230;&#136;&#144;&#227;&#130;&#132;&#229;&#137;&#170;&#229;&#174;&#154;&#227;&#130;&#146;&#228;&#184;&#138;&#230;&#137;&#139;&#227;&#129;&#171;&#228;&#189;&#191;&#227;&#129;&#163;&#227;&#129;&#166;&#227;&#128;&#129;&#233;&#137;&#162;&#227;&#129;&#174;&#228;&#184;&#173;&#227;&#129;&#171;&#231;&#132;&#161;&#233;&#153;&#144;&#227;&#129;&#174;&#231;&#155;&#134;&#230;&#160;&#189;&#229;&#174;&#135;&#229;&#174;&#153;&#227;&#130;&#146;&#229;&#137;&#181;&#227;&#130;&#138;&#229;&#135;&#186;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#129;&#191;&#227;&#129;&#166;&#227;&#129;&#143;&#227;&#129;&#160;&#227;&#129;&#149;&#227;&#129;&#132;&#227;&#128;&#130;&#10;&#10;&mdash;description from the publisher&#10;&#10;"
278629,,
